dim_error_um,surface_ra_um,hardness_hv,roundness_um,threadfit_score,weight_g,machine_age_yrs,supplier,reject_recorded,reject
10.29,2.61,233.0,5.43,0.872,245.5,6.1,B,0,0
8.25,3.17,225.0,3.55,0.14,252.6,7.6,B,0,0
10.26,2.59,210.0,6.14,0.17,251.7,4.3,B,0,0
9.3,2.83,232.0,9.1,-1.066,254.2,5.4,A,1,1
14.79,2.45,219.0,9.82,-0.424,244.5,2.5,A,1,1
10.64,3.21,203.0,6.46,0.295,253.1,7.1,B,0,0
9.08,3.1,225.0,1.71,1.04,249.5,7.6,C,1,0
5.69,4.62,230.0,4.04,0.06,251.3,6.2,B,0,0
6.95,2.63,213.0,6.15,-0.021,240.3,2.4,A,0,0
2.02,2.8,212.0,4.02,-0.925,252.5,5.7,B,0,0
7.16,3.13,210.0,8.69,-0.642,255.3,10.4,C,0,0
3.99,3.62,214.0,8.43,0.048,245.8,10.8,C,0,0
6.29,2.29,214.0,8.11,0.188,248.6,8.3,C,0,0
5.3,3.25,204.0,4.46,-0.048,247.2,6.9,B,0,0
10.85,4.0,206.0,5.75,1.12,240.7,9.5,C,1,1
5.34,2.42,187.0,5.47,-2.359,249.3,4.7,B,1,1
7.1,2.68,256.0,6.77,-1.303,251.2,3.8,B,1,1
4.79,2.07,219.0,6.45,0.608,247.2,2.6,A,0,0
7.03,1.97,244.0,7.72,-1.322,247.2,3.9,B,0,0
6.04,2.96,226.0,7.7,-0.524,244.1,0.5,A,0,0
10.16,4.24,231.0,2.96,-1.908,246.0,9.6,C,1,1
6.13,1.46,237.0,6.17,1.298,257.2,1.2,A,0,0
8.04,1.36,185.0,4.27,-0.167,247.8,1.7,A,0,0
8.61,3.32,196.0,9.52,0.447,252.9,2.3,B,1,1
4.88,1.79,203.0,8.19,-0.353,243.9,2.6,A,0,0
4.3,2.51,242.0,5.45,-0.634,256.1,5.2,B,0,0
3.56,1.05,210.0,7.13,-0.298,250.4,1.8,A,0,0
8.02,3.07,208.0,5.27,1.344,249.1,7.2,C,1,0
4.59,3.24,175.0,6.59,-1.415,242.6,9.2,C,0,0
12.46,2.44,240.0,8.1,0.942,247.5,3.4,A,1,1
6.78,3.3,221.0,7.81,0.12,264.1,4.9,B,0,0
8.77,2.45,234.0,5.7,-0.98,246.3,7.4,C,0,0
9.67,2.25,220.0,1.74,1.156,239.2,0.5,A,0,0
8.89,3.56,222.0,6.68,-0.711,251.4,1.7,A,0,0
9.92,3.06,228.0,4.78,0.144,250.8,7.9,B,0,0
9.46,3.56,238.0,2.85,-0.863,256.4,5.6,B,0,0
8.23,3.68,209.0,4.44,0.662,263.4,10.4,C,1,0
8.82,2.38,245.0,6.91,0.287,245.5,4.2,A,1,1
10.21,1.87,195.0,9.52,1.216,247.9,3.9,A,1,1
7.87,2.47,221.0,4.84,0.621,248.8,2.9,A,0,0
7.14,2.86,236.0,6.37,0.735,243.0,4.4,B,0,0
10.38,1.8,215.0,7.24,0.889,251.9,2.5,A,0,0
5.89,3.56,222.0,6.83,-0.183,258.1,5.9,B,0,0
10.26,4.09,265.0,3.13,-0.388,239.1,9.1,C,1,1
8.06,2.86,235.0,7.26,0.105,242.9,2.7,A,0,0
10.17,3.21,224.0,0.61,-0.338,249.4,5.8,C,0,0
5.52,2.67,217.0,5.09,0.208,252.2,1.7,A,0,0
5.87,3.76,209.0,6.38,-1.07,254.1,8.5,C,1,0
7.28,1.62,231.0,3.91,-0.624,250.2,5.5,B,0,0
9.82,1.93,224.0,1.32,0.541,240.0,3.3,A,0,0
11.67,3.17,218.0,3.84,1.956,239.8,6.3,B,0,0
4.53,2.32,218.0,10.04,-0.1,262.5,6.7,B,0,0
8.16,2.4,206.0,2.76,-0.638,244.6,2.3,A,0,0
7.6,2.61,208.0,3.08,-0.822,253.7,6.5,B,0,0
7.84,2.94,213.0,6.55,0.786,248.9,8.9,C,0,0
6.31,2.45,215.0,8.23,0.213,237.6,1.3,A,1,1
11.93,3.22,232.0,3.98,-0.275,262.6,4.9,B,0,0
9.14,2.07,192.0,9.07,1.405,250.2,4.2,A,1,1
13.36,2.49,192.0,6.85,1.62,255.0,1.6,A,1,1
7.27,2.69,243.0,5.42,-0.991,247.0,4.1,B,0,0
6.67,4.72,223.0,5.06,-1.703,252.5,13.5,C,1,0
9.88,2.49,232.0,3.46,-0.504,254.5,7.1,C,0,0
2.94,3.59,198.0,2.2,0.409,246.8,3.2,B,0,0
8.65,3.56,222.0,4.54,0.626,258.4,5.6,B,0,0
10.11,2.49,239.0,3.56,0.085,247.2,4.2,A,0,0
10.29,2.56,201.0,8.07,1.44,251.4,6.2,B,1,1
4.2,2.62,237.0,7.66,-0.059,250.0,1.1,A,0,0
6.03,3.1,249.0,5.14,-0.461,252.3,5.6,B,0,0
8.22,3.75,227.0,3.33,-0.15,251.1,6.9,A,0,0
5.53,2.17,217.0,6.63,-1.548,253.2,1.7,A,0,0
8.6,1.85,216.0,5.36,-2.314,249.2,6.0,B,1,1
6.22,1.89,216.0,5.35,-0.28,253.6,3.3,A,0,0
4.11,2.26,228.0,7.68,-0.092,244.9,3.7,A,0,0
5.99,2.18,224.0,8.09,-0.21,246.3,3.8,A,0,0
5.35,2.06,198.0,6.33,0.751,254.7,4.2,B,0,0
10.89,3.01,192.0,8.06,1.557,253.4,6.5,B,1,1
4.94,2.72,220.0,4.62,-0.693,248.1,1.8,A,0,0
6.31,2.19,185.0,8.78,-2.433,245.4,1.7,B,1,1
5.02,1.56,223.0,5.65,-0.414,253.9,1.5,A,0,0
7.93,3.5,213.0,3.27,-1.119,254.3,9.8,C,1,0
11.29,4.06,205.0,5.1,0.65,250.0,8.8,C,1,0
7.96,2.67,233.0,7.25,0.487,254.2,4.5,B,0,0
8.33,2.57,235.0,5.37,-0.123,255.8,5.5,B,0,0
8.45,2.73,215.0,3.41,-0.064,246.2,4.5,B,0,0
7.75,2.99,220.0,4.49,-0.095,248.5,3.7,B,0,0
10.76,3.22,255.0,7.0,1.084,247.8,6.4,A,1,1
0.6,2.09,209.0,4.47,0.191,254.3,2.4,A,0,0
7.71,1.68,203.0,7.6,-1.409,250.0,2.1,A,0,0
10.46,3.2,245.0,7.91,-0.659,250.9,5.0,A,0,0
10.21,2.87,218.0,6.52,-0.289,252.6,2.5,A,0,0
12.3,2.45,229.0,6.34,-1.877,261.5,3.3,A,0,0
2.62,2.75,231.0,3.92,1.317,253.9,2.8,A,0,0
9.95,2.24,185.0,6.12,0.106,261.7,5.4,A,1,1
5.93,2.03,217.0,4.35,-0.289,263.6,0.9,A,0,0
2.91,2.81,231.0,4.16,0.204,245.2,4.4,A,0,0
11.63,2.45,213.0,8.03,0.747,244.7,1.8,A,1,1
5.25,2.43,238.0,5.41,-1.71,241.4,4.9,B,0,0
13.57,3.26,225.0,4.19,0.08,247.4,5.1,B,0,0
7.99,2.42,236.0,8.22,0.591,259.0,3.0,B,0,0
4.99,3.57,221.0,2.98,-1.209,241.2,7.7,C,1,0
13.51,1.76,213.0,6.33,-0.402,240.7,2.9,A,0,0
13.28,3.92,198.0,8.25,0.791,245.4,9.3,C,1,1
7.9,2.91,197.0,1.81,0.745,246.6,2.6,B,0,0
4.26,4.68,210.0,7.39,0.682,254.8,7.7,C,0,0
10.22,2.81,224.0,6.35,0.81,258.1,3.4,B,0,0
2.04,3.65,217.0,4.03,-0.416,257.2,9.5,C,1,0
9.17,2.34,217.0,5.34,0.5,245.1,7.2,B,0,0
6.51,2.28,214.0,4.83,0.396,249.2,3.9,A,0,0
9.7,2.48,219.0,6.03,0.916,252.3,5.6,A,0,0
6.45,1.66,244.0,4.95,0.045,259.3,5.7,B,0,0
7.01,2.01,233.0,8.58,-2.253,255.6,2.9,A,1,1
4.03,2.73,244.0,3.02,-0.512,246.3,6.0,B,0,0
4.67,3.96,248.0,8.22,-0.599,245.3,7.0,C,1,0
8.71,3.1,230.0,4.73,-0.889,251.4,9.0,C,1,0
16.39,2.03,239.0,2.25,1.27,244.7,6.2,C,1,1
7.07,4.17,216.0,9.7,-1.63,254.6,10.2,C,1,1
6.39,3.26,219.0,4.6,1.172,249.9,7.3,B,0,0
11.3,3.09,245.0,5.64,-1.592,252.4,4.6,A,0,0
8.97,3.29,248.0,6.83,-0.197,237.0,7.9,C,1,0
14.48,2.11,253.0,5.1,-0.285,248.0,0.5,A,1,1
7.32,1.57,211.0,8.3,-0.166,254.2,2.8,B,0,0
16.79,2.5,211.0,0.55,-1.777,254.2,1.9,A,1,1
7.02,1.97,219.0,8.5,-1.347,253.7,5.6,B,0,0
7.74,2.91,220.0,8.49,-0.411,241.6,5.1,B,0,0
16.56,3.18,242.0,9.2,-0.533,244.3,4.0,B,1,1
7.32,0.82,224.0,7.38,0.244,247.2,0.9,A,0,0
0.0,2.29,229.0,4.4,0.113,241.6,5.4,A,0,0
8.07,3.41,218.0,2.46,-0.058,243.7,6.3,B,0,0
8.51,2.42,222.0,8.08,-1.43,260.0,3.6,B,0,0
5.38,2.44,230.0,2.66,-0.819,256.4,4.9,A,0,0
4.31,2.47,210.0,3.69,0.052,259.3,4.5,A,0,0
7.3,2.09,237.0,6.83,-0.673,246.6,2.1,A,0,0
8.94,3.09,248.0,7.76,0.362,258.0,8.5,C,1,1
11.68,2.35,216.0,4.76,-0.313,253.3,3.8,B,0,0
7.4,1.98,193.0,8.38,-1.649,250.7,4.7,B,0,0
7.23,2.42,226.0,8.73,0.761,255.2,2.4,A,0,0
11.35,4.19,187.0,3.43,1.008,239.8,8.8,C,1,0
6.82,2.71,184.0,8.32,0.444,251.7,5.3,A,1,1
12.86,2.83,183.0,3.42,1.566,250.1,0.5,A,1,1
8.64,2.09,216.0,7.58,-0.379,258.3,3.5,B,0,0
9.77,3.01,216.0,7.26,0.121,241.7,3.4,B,0,0
11.13,3.2,237.0,4.33,1.552,246.8,11.3,C,0,0
10.46,1.89,207.0,0.5,-0.59,235.4,4.2,B,0,0
7.36,1.99,217.0,5.63,0.267,252.0,3.3,B,0,0
11.16,2.35,226.0,4.82,0.377,259.3,4.4,B,0,0
6.78,3.77,215.0,2.32,0.785,249.9,7.0,C,0,0
10.47,1.94,217.0,8.22,-0.216,247.2,1.9,A,1,1
7.13,1.99,221.0,6.99,-0.273,250.9,0.7,A,0,0
7.43,2.77,212.0,3.62,1.161,257.2,2.5,A,0,0
10.24,2.05,246.0,8.11,0.576,250.7,3.7,A,1,1
3.1,3.35,240.0,4.76,0.641,256.4,6.3,A,0,0
10.0,3.0,222.0,9.45,0.83,254.5,1.6,B,1,1
2.93,4.12,210.0,5.02,-0.544,248.7,11.4,C,0,0
7.94,2.67,261.0,6.44,-0.805,254.2,2.2,A,0,0
9.55,1.34,219.0,3.74,0.148,243.3,2.6,A,0,0
5.77,2.7,204.0,5.5,1.286,245.7,3.8,A,0,0
5.12,2.66,215.0,3.42,-0.138,246.3,3.8,A,0,0
7.05,1.96,208.0,3.73,-0.589,260.4,2.5,A,0,0
4.92,2.15,182.0,4.92,0.99,244.5,5.7,B,0,0
5.72,3.06,224.0,3.05,-0.101,246.6,3.5,B,0,0
7.42,2.22,238.0,9.23,-0.371,247.7,3.9,B,0,0
11.19,3.02,232.0,8.96,0.495,237.8,8.4,C,1,1
14.65,2.89,199.0,3.88,0.463,253.4,3.6,B,1,1
7.8,2.07,227.0,7.29,0.985,253.1,1.2,A,0,0
5.95,1.13,225.0,7.34,-0.384,254.6,2.6,A,0,0
8.98,3.33,222.0,3.45,-0.991,256.4,3.8,B,0,0
12.6,2.1,225.0,2.91,1.521,249.1,3.4,A,0,0
11.64,2.23,222.0,8.98,1.785,249.2,3.2,A,1,1
13.68,3.08,190.0,6.72,-1.01,254.6,2.7,A,1,1
14.63,2.69,221.0,11.53,-0.101,245.6,5.7,A,1,1
7.43,3.03,239.0,6.73,-0.133,243.7,8.4,C,1,0
7.56,3.38,216.0,6.29,-0.653,243.4,8.7,C,0,0
3.92,2.79,236.0,7.75,-0.017,251.8,1.5,A,0,0
2.84,3.59,229.0,7.48,2.199,255.1,7.2,C,1,0
7.83,2.28,205.0,7.51,-0.02,245.5,5.4,A,0,0
4.43,1.79,236.0,7.72,-0.81,243.8,2.5,A,0,0
9.36,2.04,239.0,5.18,1.802,243.6,3.8,A,1,1
12.25,2.59,189.0,7.32,-0.021,245.0,8.8,C,1,1
9.72,3.28,195.0,5.77,0.52,257.3,5.5,A,0,0
8.68,2.88,210.0,4.78,1.062,242.7,8.0,C,0,0
9.84,2.01,225.0,7.09,0.325,252.6,3.2,A,0,0
11.33,1.92,239.0,5.36,-0.525,250.8,3.1,A,1,1
9.71,3.05,249.0,6.56,-1.246,252.7,1.4,A,0,0
7.96,3.86,217.0,3.96,-0.949,248.4,8.0,C,1,0
10.22,2.68,206.0,5.23,-1.273,256.5,5.3,B,0,0
6.44,2.38,250.0,0.5,-0.165,249.9,4.4,B,0,0
4.58,2.44,223.0,7.66,0.264,251.1,4.6,B,0,0
5.67,2.49,195.0,4.27,0.847,253.1,1.7,B,0,0
11.21,2.25,212.0,4.8,-1.993,257.3,2.9,A,0,0
3.34,1.47,199.0,9.53,-0.609,258.4,1.8,A,1,1
10.27,2.11,217.0,4.22,0.877,244.3,6.3,B,0,0
2.91,3.16,204.0,4.96,0.606,256.1,4.8,A,0,0
5.7,2.77,193.0,4.42,-0.068,267.3,7.8,C,0,0
5.94,3.32,217.0,5.56,-0.359,240.9,6.7,B,0,0
9.15,2.74,226.0,9.73,0.858,258.3,1.9,B,1,1
6.29,3.17,229.0,2.99,1.503,253.2,4.2,B,0,0
4.71,3.35,205.0,8.19,0.523,239.5,4.5,A,0,0
2.12,2.04,229.0,8.99,-0.452,246.4,1.6,A,0,0
7.42,2.97,199.0,5.7,1.348,261.1,8.3,C,0,0
11.36,2.71,212.0,6.66,-0.962,249.9,5.7,A,0,0
11.85,2.57,230.0,7.09,-0.183,257.5,4.0,A,0,0
4.97,3.83,245.0,8.26,1.513,249.2,9.4,C,0,0
3.82,2.82,222.0,5.3,0.109,265.2,9.5,C,0,0
11.92,2.31,217.0,4.11,-0.769,251.0,6.7,C,0,0
8.39,1.53,220.0,6.79,0.118,253.6,0.5,A,0,0
10.36,2.42,244.0,4.14,0.751,261.0,3.8,B,1,1
6.35,1.33,243.0,4.31,0.544,235.0,6.1,B,0,0
6.4,1.95,255.0,5.75,1.795,259.5,5.4,B,0,0
6.13,2.14,241.0,6.51,0.585,244.9,3.7,B,0,0
0.0,2.98,213.0,6.23,-0.429,254.7,3.4,A,0,0
10.7,3.7,219.0,8.07,-1.528,250.6,1.4,A,1,1
7.51,2.53,229.0,6.95,-0.872,247.5,8.4,C,0,0
7.25,2.97,223.0,4.91,-0.689,246.9,5.7,B,0,0
6.9,1.96,196.0,9.14,-1.793,251.8,4.5,B,1,1
3.39,3.02,205.0,9.14,-0.314,247.3,4.6,B,0,0
6.63,2.72,223.0,4.75,0.796,239.7,3.6,A,0,0
5.05,4.19,197.0,11.12,-0.275,243.8,4.2,B,0,0
5.32,2.91,223.0,6.34,0.912,257.1,4.5,B,0,0
4.37,4.01,216.0,8.27,0.167,246.4,8.2,C,0,0
8.66,2.56,229.0,2.41,0.093,246.0,3.6,A,0,0
6.8,3.13,238.0,4.13,0.986,244.7,5.9,B,0,0
4.04,2.22,219.0,9.34,-0.535,245.2,2.8,A,0,0
4.05,2.81,215.0,3.36,0.88,240.8,7.8,B,0,0
8.79,1.92,210.0,6.41,-0.546,258.6,4.4,B,0,0
11.25,3.14,241.0,5.56,1.516,254.3,3.7,A,1,1
8.62,3.35,213.0,8.38,0.758,239.7,4.1,A,0,0
3.82,3.85,221.0,3.33,0.579,244.0,7.4,C,0,0
12.12,3.58,217.0,1.66,-0.043,248.1,10.0,C,1,0
5.14,3.64,226.0,6.4,-0.753,245.5,4.8,B,0,0
8.63,3.2,234.0,5.82,-1.062,252.0,10.0,C,1,0
9.43,2.1,200.0,7.62,0.516,247.1,5.4,B,0,0
4.54,1.81,241.0,2.74,-0.335,248.7,2.2,A,0,0
5.27,2.63,211.0,4.48,-0.373,255.6,6.4,A,0,0
7.19,3.44,186.0,7.9,0.583,253.8,7.9,B,1,1
4.36,2.84,252.0,9.16,-0.279,248.7,4.0,A,0,0
4.86,3.38,207.0,5.38,0.005,245.5,8.6,C,0,0
10.2,3.19,204.0,5.09,2.092,240.1,6.9,C,1,0
7.89,2.79,217.0,4.76,-0.224,255.0,5.3,B,0,0
7.94,2.78,212.0,5.05,-0.494,255.6,8.5,C,0,0
2.82,4.0,237.0,7.63,0.904,251.7,9.4,C,0,0
7.45,1.74,187.0,10.22,-0.98,255.6,2.5,A,1,1
7.68,3.45,254.0,0.5,0.51,245.2,9.3,C,0,0
8.14,1.82,215.0,7.96,-1.315,252.9,2.2,A,0,0
6.16,3.64,243.0,6.63,0.269,253.3,10.5,C,0,0
13.22,2.24,244.0,3.25,1.484,252.2,3.1,A,1,1
9.07,3.0,216.0,6.85,-1.419,249.8,8.1,B,0,0
8.33,2.76,243.0,4.5,1.395,246.4,9.0,B,0,0
3.32,3.02,241.0,7.04,0.152,249.4,5.4,B,0,0
9.59,2.6,198.0,3.73,-1.464,235.7,6.0,B,0,0
8.31,0.9,218.0,5.0,-1.237,249.1,3.2,A,0,0
4.56,3.01,217.0,4.73,-0.262,249.3,5.1,B,0,0
5.66,2.59,202.0,4.28,0.177,254.6,1.8,A,0,0
6.14,2.73,206.0,7.43,-0.026,250.8,3.4,B,1,1
8.2,3.03,175.0,7.29,-0.434,237.0,8.5,C,1,1
9.97,3.19,235.0,7.67,0.228,240.6,4.3,B,0,0
4.71,2.11,227.0,5.73,0.271,241.0,1.7,A,0,0
7.21,1.57,229.0,5.25,0.356,248.8,0.9,A,0,0
9.9,1.67,207.0,5.99,-1.073,252.5,5.7,B,0,0
8.12,2.26,184.0,5.74,0.187,255.4,1.2,A,0,0
11.27,1.43,218.0,7.93,-0.497,249.9,2.6,A,1,1
7.3,2.72,201.0,6.71,-0.027,242.2,2.0,A,0,0
9.38,2.8,220.0,3.13,-0.237,252.5,5.2,B,0,0
8.45,3.2,206.0,6.39,-0.779,246.0,3.3,A,0,0
7.65,2.9,218.0,5.33,0.044,241.1,1.9,B,0,0
8.55,2.34,214.0,6.38,0.173,254.1,2.5,A,0,0
4.33,3.12,252.0,4.53,0.85,251.1,3.1,A,0,0
5.23,0.83,231.0,6.78,0.877,255.1,2.3,A,0,0
10.55,2.65,232.0,1.79,0.553,250.2,6.2,B,0,0
10.54,3.23,207.0,7.12,-0.961,252.9,6.0,B,0,0
6.44,2.0,230.0,2.37,1.092,251.0,3.3,A,0,0
7.93,2.82,232.0,7.74,0.264,249.6,1.7,A,0,0
11.32,2.37,228.0,5.36,-2.16,252.1,2.9,B,1,1
10.62,3.25,201.0,6.84,-0.063,248.3,7.7,C,0,0
6.82,3.18,206.0,5.23,0.036,253.4,8.4,C,0,0
10.84,2.09,207.0,5.58,-0.011,254.3,2.3,B,1,1
4.32,1.74,198.0,6.71,0.207,248.2,2.6,B,0,0
4.85,3.43,221.0,6.18,1.252,236.9,2.2,B,0,0
8.64,2.83,194.0,2.83,0.853,255.3,4.1,B,0,0
8.53,3.35,234.0,8.24,-0.518,256.1,5.7,A,0,0
6.71,2.67,209.0,4.85,0.763,243.0,2.4,A,0,0
10.88,3.35,216.0,4.42,-1.426,252.6,8.0,C,0,0
5.46,1.44,221.0,5.03,0.799,244.1,1.5,A,0,0
9.18,2.39,201.0,6.66,0.14,251.3,2.6,A,0,0
8.74,2.35,227.0,6.9,-0.258,241.3,3.8,A,0,0
7.26,2.6,218.0,6.07,0.964,247.0,4.6,B,0,0
7.35,2.34,223.0,7.22,0.623,232.7,2.6,B,0,0
3.51,3.3,182.0,6.47,-0.256,239.9,10.7,C,0,0
10.1,2.0,213.0,3.33,-0.484,245.0,4.2,B,0,0
7.36,2.55,222.0,1.69,-1.032,249.7,5.4,A,0,0
14.01,2.46,211.0,6.6,1.674,248.6,8.4,C,1,1
9.71,2.96,228.0,5.88,-0.025,243.3,5.8,B,0,0
1.65,2.6,220.0,0.74,-0.096,248.1,5.4,A,0,0
12.05,2.42,235.0,4.64,-1.234,244.0,7.0,B,1,1
10.69,2.36,226.0,4.16,-0.785,250.1,4.8,B,0,0
7.05,2.99,186.0,4.59,-1.386,251.0,9.4,C,0,0
8.42,1.03,227.0,2.64,0.132,258.1,4.2,B,0,0
8.12,2.97,247.0,5.07,-0.465,241.1,7.7,C,0,0
7.57,2.53,191.0,5.65,0.368,253.3,4.4,B,0,0
11.74,3.4,215.0,5.96,0.227,255.0,7.5,C,1,0
0.0,2.88,231.0,4.03,-0.541,253.3,7.3,C,0,0
8.8,2.45,231.0,2.47,-0.726,256.9,2.1,A,0,0
8.65,2.1,169.0,4.01,0.647,259.9,2.6,B,1,1
14.15,2.37,258.0,5.93,0.653,252.8,3.7,A,1,1
11.14,3.51,264.0,8.08,-0.569,257.8,10.3,C,1,1
3.48,2.92,215.0,2.99,-0.912,254.6,8.8,B,0,0
7.21,2.51,196.0,3.99,2.225,255.5,2.3,A,0,0
9.0,2.45,231.0,8.53,0.949,254.0,5.9,B,1,1
9.06,1.8,227.0,5.77,0.207,254.2,5.3,B,0,0
7.98,1.8,241.0,3.4,-1.147,245.4,5.4,B,0,0
8.08,3.72,176.0,7.36,0.31,257.7,6.0,B,1,1
4.67,1.46,197.0,7.81,1.069,247.7,2.0,A,0,0
2.34,2.61,209.0,9.4,1.144,261.7,6.1,B,0,0
9.94,3.83,206.0,7.93,-0.321,243.1,10.5,C,1,1
10.2,2.96,206.0,9.32,1.742,251.8,3.7,A,1,1
10.54,2.34,246.0,4.85,-0.154,256.5,6.2,B,0,0
5.01,2.71,206.0,9.11,-0.006,256.0,3.9,A,0,0
14.42,2.9,236.0,2.0,-1.47,254.4,4.8,B,1,1
10.42,1.22,238.0,7.57,0.882,254.8,0.6,A,0,0
11.6,2.58,227.0,5.52,2.286,248.5,2.3,B,1,1
16.33,3.19,210.0,4.64,-0.329,238.3,9.5,C,1,1
7.06,3.04,235.0,7.62,-0.599,251.9,4.6,B,0,0
8.64,1.57,221.0,3.47,-1.318,244.2,4.2,B,0,0
8.43,4.49,260.0,6.27,1.749,255.1,10.5,C,0,0
7.45,3.39,214.0,5.16,-1.01,248.3,3.7,A,0,0
6.33,3.02,220.0,6.54,0.689,253.0,1.8,A,0,0
9.7,4.28,208.0,4.91,-0.558,247.9,5.5,B,0,0
11.04,3.35,220.0,4.73,-1.686,258.2,8.8,C,1,0
4.34,3.16,251.0,8.77,-2.592,246.9,4.6,A,1,1
8.34,3.44,218.0,8.79,2.133,243.4,5.1,B,1,1
6.71,1.67,227.0,2.44,0.966,251.7,3.0,A,0,0
6.91,3.5,221.0,3.47,-0.669,257.8,10.3,C,1,0
6.92,2.38,208.0,3.76,-0.867,242.0,3.2,A,0,0
7.24,3.57,240.0,8.75,0.702,258.9,9.4,C,1,1
7.69,2.13,193.0,3.85,0.449,251.0,3.1,A,0,0
0.0,3.19,216.0,3.76,-0.162,252.0,8.9,C,1,0
7.73,3.65,268.0,8.69,-1.305,253.3,7.0,B,1,1
10.92,2.29,217.0,7.93,-0.532,246.5,5.4,B,1,1
10.51,2.83,226.0,6.45,1.229,245.0,7.4,C,0,0
8.86,2.89,238.0,6.23,0.007,246.5,12.3,C,0,0
6.82,3.8,229.0,4.85,1.001,251.0,10.1,C,0,0
5.36,1.81,242.0,6.27,2.058,244.1,4.1,A,0,0
10.22,2.8,228.0,6.73,-0.1,243.9,0.9,A,0,0
6.18,3.12,203.0,6.74,-0.507,246.5,4.5,B,0,0
9.05,2.44,238.0,2.88,0.772,234.4,8.2,B,0,0
2.79,2.76,248.0,5.53,0.484,262.3,3.7,A,0,0
9.02,2.21,170.0,8.05,0.578,246.2,3.4,A,1,1
10.72,2.24,195.0,7.66,-0.791,235.3,8.0,C,1,1
5.1,3.32,223.0,5.95,0.193,248.7,5.3,B,0,0
11.31,1.37,215.0,3.85,-0.741,249.5,2.2,A,0,0
3.88,3.23,225.0,9.13,0.458,243.9,1.4,A,0,0
7.19,2.56,224.0,5.06,0.33,241.2,4.3,B,0,0
6.52,1.53,197.0,7.75,-0.38,252.9,2.8,A,0,0
6.3,3.6,240.0,7.59,-1.153,244.6,3.7,B,0,0
3.81,3.11,256.0,6.73,-0.445,245.2,3.8,A,0,0
8.22,3.31,206.0,5.94,0.226,250.7,7.4,B,0,0
3.49,1.56,248.0,5.52,1.081,250.7,1.7,A,0,0
3.65,3.52,214.0,6.99,1.295,246.9,10.8,C,1,0
7.76,2.51,215.0,3.88,2.35,248.9,2.5,A,0,0
16.25,1.53,233.0,0.68,1.165,251.1,2.6,A,1,1
9.59,2.8,228.0,3.54,-1.971,250.9,9.7,C,0,0
11.64,3.1,198.0,6.11,-0.607,246.6,6.0,B,0,0
12.68,1.77,229.0,8.72,1.134,249.7,3.7,A,1,1
4.92,3.03,224.0,8.25,0.527,262.1,5.4,B,0,0
3.6,3.77,214.0,5.42,0.143,245.8,8.8,C,0,0
5.94,2.86,226.0,6.72,0.767,249.2,6.0,B,0,0
4.41,2.38,218.0,9.76,-0.316,238.6,3.4,A,0,0
3.56,1.78,204.0,5.18,0.695,261.9,2.2,A,0,0
7.87,2.6,200.0,8.98,0.335,242.7,5.1,B,0,0
8.19,3.37,222.0,5.82,0.566,243.8,5.9,B,0,0
11.9,2.6,188.0,5.56,-0.4,257.4,2.2,A,1,1
5.11,2.84,232.0,4.04,-0.323,237.0,6.7,B,0,0
11.3,3.57,210.0,9.69,-0.481,250.5,7.2,C,1,1
9.04,2.52,204.0,8.67,0.69,258.2,1.4,A,1,1
3.59,2.39,219.0,7.84,1.042,250.9,3.6,A,0,0
7.63,3.14,184.0,8.62,-0.46,242.2,1.0,A,1,1
7.87,2.35,222.0,5.06,0.197,255.5,5.3,A,0,0
7.86,2.81,220.0,4.4,0.665,246.2,6.1,C,0,0
10.61,2.64,182.0,3.57,-0.24,244.8,8.0,C,0,0
8.46,3.09,233.0,5.33,-0.895,238.8,3.7,A,0,0
10.88,4.33,229.0,7.11,-0.215,255.7,7.7,C,0,0
4.75,2.59,227.0,11.12,-0.484,250.4,3.7,B,1,1
6.66,1.85,227.0,8.03,0.634,254.1,3.5,B,0,0
14.18,3.8,191.0,3.95,1.424,253.5,10.7,C,1,1
6.19,2.86,203.0,5.28,-0.702,255.7,8.9,C,0,0
10.42,1.78,175.0,4.67,-0.406,243.2,0.5,A,0,0
15.67,3.02,200.0,5.23,0.662,265.1,3.0,A,1,1
7.4,3.6,208.0,6.45,-0.539,249.4,8.9,C,0,0
5.8,1.94,235.0,8.74,-0.889,255.2,2.5,B,1,1
6.72,1.26,209.0,7.61,0.082,250.2,0.5,A,0,0
5.52,3.13,214.0,6.78,-0.307,265.3,5.9,B,0,0
8.01,2.03,220.0,6.27,0.401,247.0,1.6,A,0,0
8.35,3.51,193.0,5.08,-0.58,248.9,6.0,C,1,0
2.25,2.49,226.0,7.33,0.795,243.5,4.1,A,0,0
11.17,2.39,225.0,7.48,0.93,257.6,2.0,A,1,1
7.39,1.85,218.0,3.18,0.545,260.6,3.2,A,0,0
7.34,2.87,206.0,4.69,0.427,241.7,3.9,A,0,0
9.64,3.25,209.0,5.08,-0.252,257.0,4.2,B,0,0
9.36,1.99,252.0,7.6,-0.318,246.0,2.1,A,1,1
11.86,2.54,209.0,7.69,-0.137,248.7,6.6,C,1,1
5.53,2.68,212.0,3.62,0.122,244.4,6.8,A,0,0
8.87,4.06,238.0,6.08,-0.444,252.9,6.4,C,1,0
7.92,2.58,204.0,3.29,1.051,246.7,2.2,A,0,0
6.06,3.17,220.0,6.63,0.54,249.9,6.6,C,0,0
