loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_existing_loans,debt_to_income,interest_rate,home_ownership,loan_purpose,region,prior_default,collection_calls,default
LN00273,50,49700.0,2.4,563,41900.0,60,1,33.1,16.77,Mortgage,Car,Central,Yes,0,0
LN00274,39,46500.0,8.6,619,50700.0,36,0,42.9,13.76,Mortgage,Personal,South,No,0,0
LN00275,48,73000.0,2.6,773,46000.0,24,0,19.9,10.07,Rent,Business,Central,No,1,0
LN00276,51,68100.0,5.0,661,47700.0,24,2,24.2,15.42,Mortgage,Business,West,No,7,1
LN00277,26,81500.0,4.7,667,37000.0,36,2,14.6,14.14,Rent,Car,East,No,0,0
LN00278,23,74000.0,5.1,719,12300.0,48,0,40.0,10.89,Mortgage,Personal,North,No,0,0
LN00279,33,35200.0,9.5,647,40400.0,60,0,45.5,12.56,Rent,Education,Central,No,1,0
LN00280,52,85000.0,2.2,646,38100.0,36,0,8.3,13.65,Mortgage,Business,East,No,0,0
LN00281,58,27200.0,5.8,801,34800.0,48,0,71.1,11.77,Mortgage,Car,South,No,3,1
LN00282,42,28500.0,4.1,661,27700.0,36,1,34.9,16.05,Mortgage,Business,South,No,4,1
LN00283,58,26800.0,3.2,770,12500.0,48,3,49.9,12.0,Mortgage,Personal,South,No,0,0
LN00284,52,47300.0,9.4,638,13600.0,48,1,35.5,15.26,Mortgage,Education,South,No,0,0
LN00285,39,140800.0,12.3,721,31000.0,24,0,37.1,13.38,Mortgage,Home,Central,No,0,0
LN00286,31,,7.5,771,35800.0,24,2,33.8,13.01,Own,Car,Central,No,0,0
LN00287,32,59300.0,1.8,641,44000.0,24,1,17.6,14.76,Mortgage,Personal,West,No,0,0
LN00288,41,50900.0,10.8,667,34200.0,36,0,27.3,13.34,Mortgage,Personal,North,No,0,0
LN00289,57,,2.0,786,33600.0,36,0,27.2,11.92,Mortgage,Car,East,No,1,0
LN00290,50,24700.0,2.6,660,13600.0,24,4,16.6,15.63,Rent,Personal,East,No,0,0
LN00291,24,68300.0,9.2,689,31700.0,36,4,60.7,13.42,Mortgage,Business,West,No,5,1
LN00292,25,78600.0,6.2,701,33900.0,36,0,20.8,13.8,Rent,Business,South,No,1,0
LN00293,50,117100.0,2.0,620,16700.0,24,0,45.1,16.24,Rent,Personal,North,No,5,1
LN00294,43,59800.0,5.7,544,39100.0,60,0,37.5,17.95,Own,Personal,South,Yes,8,1
LN00295,29,52400.0,13.9,577,13400.0,24,0,29.9,15.56,Rent,Car,Central,No,1,0
LN00296,48,50100.0,6.5,656,63000.0,60,2,46.0,15.11,Rent,Personal,Central,No,0,0
LN00297,57,27600.0,7.3,698,31600.0,48,0,49.5,13.61,Rent,Car,West,No,0,0
LN00298,50,51700.0,7.1,632,36200.0,36,0,38.4,16.06,Own,Personal,North,No,0,0
LN00299,41,60500.0,3.4,611,31700.0,24,1,43.7,15.74,Rent,Education,North,Yes,6,1
LN00300,56,72900.0,7.9,672,9500.0,48,0,29.2,14.12,Rent,Personal,West,No,0,0
LN00301,36,83800.0,7.5,687,37700.0,24,0,21.7,13.99,Own,Home,East,No,0,0
LN00302,33,31300.0,2.6,678,22600.0,60,0,36.9,12.79,Rent,Home,East,No,0,0
LN00303,29,36600.0,6.1,668,48700.0,60,1,59.4,14.39,Own,Business,Central,Yes,6,1
LN00304,63,69800.0,8.6,739,77400.0,36,0,59.4,12.44,Rent,Education,East,No,0,0
LN00305,66,32400.0,7.1,653,12400.0,12,2,23.5,14.59,Mortgage,Personal,East,No,1,0
LN00306,40,137700.0,4.0,695,17100.0,24,1,39.6,11.57,Rent,Personal,North,No,3,1
LN00307,47,30000.0,,674,32500.0,12,2,31.9,10.44,Rent,Education,East,No,0,0
LN00308,46,54400.0,8.4,659,16100.0,24,0,33.2,15.05,Rent,Personal,Central,Yes,0,0
LN00309,52,40400.0,8.9,648,31500.0,48,2,48.9,15.17,Mortgage,Car,Central,No,0,0
LN00310,55,80300.0,3.6,477,36700.0,48,0,39.9,19.05,Rent,Home,North,No,5,1
LN00311,48,42200.0,2.2,592,33200.0,24,1,28.4,16.87,Own,Education,North,Yes,0,0
LN00312,39,65300.0,10.0,718,28400.0,12,0,32.0,13.63,Mortgage,Home,North,No,0,0
LN00313,34,52200.0,9.1,711,40500.0,36,2,65.0,13.82,Mortgage,Education,West,Yes,7,1
LN00314,28,47700.0,2.3,721,12800.0,24,0,26.7,11.18,Mortgage,Personal,South,No,1,0
LN00315,21,65500.0,6.7,637,23200.0,48,1,51.2,14.59,Mortgage,Car,East,No,7,1
LN00316,39,100100.0,,721,24200.0,12,2,20.3,12.32,Own,Business,South,No,0,0
LN00317,30,73800.0,,677,36200.0,36,0,28.8,12.41,Mortgage,Home,East,No,1,0
LN00318,41,53300.0,5.5,692,28300.0,60,0,39.5,15.61,Own,Personal,Central,No,0,0
LN00319,39,,9.1,696,38200.0,12,1,33.7,12.35,Rent,Personal,North,No,0,0
LN00320,28,41400.0,6.3,663,26700.0,24,0,36.4,13.96,Rent,Personal,East,No,3,1
LN00321,34,27700.0,4.6,600,33500.0,36,0,47.6,19.86,Rent,Home,North,No,8,1
LN00322,45,94000.0,,723,40500.0,60,2,41.4,14.68,Rent,Business,East,No,0,0
LN00323,42,36300.0,10.6,557,24700.0,24,1,30.9,18.06,Mortgage,Personal,West,No,1,0
LN00324,30,76000.0,5.2,709,29700.0,48,4,30.9,13.42,Mortgage,Personal,Central,No,0,0
LN00325,31,102400.0,3.8,788,21700.0,60,0,18.9,10.92,Mortgage,Personal,South,No,0,0
LN00326,47,150000.0,3.9,715,35900.0,24,1,26.2,14.23,Rent,Car,North,No,0,0
LN00327,43,96300.0,10.6,674,20500.0,12,0,5.8,12.93,Rent,Home,North,No,0,0
LN00328,44,41000.0,3.8,655,29000.0,24,2,64.7,14.25,Mortgage,Home,West,No,7,1
LN00329,38,62800.0,3.2,809,47500.0,60,1,36.9,9.96,Rent,Personal,North,No,0,0
LN00330,49,52500.0,8.3,685,40000.0,36,1,22.2,13.68,Mortgage,Education,Central,No,0,0
LN00331,41,33200.0,,674,32100.0,24,0,52.6,14.48,Mortgage,Car,Central,No,0,0
LN00332,71,23700.0,6.6,769,29700.0,60,1,40.6,10.53,Rent,Business,East,No,0,0
LN00333,35,98000.0,11.6,699,20100.0,48,0,40.6,15.92,Mortgage,Business,North,No,0,0
LN00334,32,50900.0,13.3,718,46800.0,36,0,40.3,12.76,Mortgage,Home,North,Yes,0,0
LN00335,60,77500.0,0.5,824,22500.0,48,1,32.9,9.56,Rent,Home,North,No,0,0
LN00336,39,72800.0,1.6,546,70800.0,24,2,43.6,17.44,Mortgage,Car,North,No,8,1
LN00337,31,51700.0,5.4,706,25500.0,24,2,47.1,13.45,Mortgage,Personal,North,No,0,0
LN00338,45,54700.0,0.8,630,19000.0,12,0,24.4,18.15,Mortgage,Home,East,No,0,0
LN00339,21,99700.0,5.6,710,12500.0,60,2,39.7,13.45,Rent,Education,North,No,0,0
LN00340,46,106600.0,7.3,717,17500.0,36,3,29.3,12.71,Own,Business,West,No,0,0
LN00341,40,104100.0,10.7,685,63300.0,36,2,38.6,13.4,Rent,Car,Central,No,0,0
LN00342,43,65400.0,2.4,710,67500.0,36,1,39.5,14.51,Rent,Car,East,No,1,0
LN00343,31,77100.0,3.4,739,46400.0,24,1,28.7,11.02,Own,Car,North,Yes,0,0
LN00344,56,54800.0,2.2,716,25000.0,24,1,31.2,13.0,Own,Car,East,No,0,0
LN00345,44,28200.0,,634,14600.0,36,0,41.9,14.7,Rent,Car,East,No,5,1
LN00346,40,97200.0,10.2,689,20300.0,36,0,44.7,14.54,Mortgage,Education,West,No,0,0
LN00347,45,35100.0,2.0,680,47600.0,36,1,37.1,15.02,Rent,Home,North,No,0,0
LN00348,30,48800.0,5.8,651,32800.0,36,0,18.3,15.24,Mortgage,Personal,Central,No,0,0
LN00349,39,34900.0,8.3,628,28200.0,24,1,49.6,16.2,Rent,Personal,West,No,5,1
LN00350,22,68600.0,6.8,715,64800.0,36,0,59.0,13.78,Rent,Business,East,No,0,0
LN00351,27,128600.0,2.9,642,18900.0,24,1,28.2,15.12,Rent,Car,West,No,0,0
LN00352,44,,3.2,694,32200.0,36,1,49.0,13.01,Mortgage,Car,West,Yes,0,0
LN00353,42,50700.0,2.5,720,25900.0,24,2,35.9,11.59,Own,Car,East,No,0,0
LN00354,49,106600.0,6.6,788,58100.0,36,0,11.8,10.53,Rent,Car,North,No,0,0
LN00355,32,29100.0,9.8,751,82200.0,48,1,67.6,13.98,Rent,Education,North,No,4,1
LN00356,39,54400.0,3.9,740,23600.0,48,1,55.2,13.57,Mortgage,Car,East,No,0,0
LN00357,32,38500.0,7.0,700,24600.0,60,3,24.1,16.21,Rent,Personal,North,No,0,0
LN00358,43,49200.0,0.8,718,34700.0,24,0,48.4,11.31,Own,Personal,East,No,4,1
LN00359,49,74500.0,9.9,585,12900.0,24,1,30.2,16.25,Own,Personal,South,No,1,0
LN00360,53,28600.0,2.9,720,10900.0,36,1,30.1,9.38,Mortgage,Home,East,No,0,0
LN00361,47,110600.0,7.0,718,29100.0,24,1,22.6,13.61,Mortgage,Education,Central,Yes,0,0
LN00362,31,97800.0,5.8,722,23200.0,24,3,26.2,11.25,Rent,Business,South,No,0,0
LN00363,43,83300.0,9.6,615,24300.0,36,2,38.8,14.6,Rent,Car,Central,No,8,1
LN00364,28,61100.0,7.0,612,15700.0,36,0,30.0,16.02,Mortgage,Car,North,No,3,1
LN00365,21,88700.0,17.4,596,13500.0,12,1,21.2,18.19,Rent,Home,South,No,0,0
LN00366,42,100500.0,,732,33600.0,36,2,20.4,11.38,Mortgage,Home,West,No,0,0
LN00367,41,53400.0,6.9,692,22500.0,12,0,23.6,14.23,Own,Car,Central,Yes,1,0
LN00368,49,,9.0,667,49400.0,24,4,41.7,13.0,Mortgage,Business,South,No,0,0
LN00369,50,47900.0,,697,64000.0,24,3,44.1,14.95,Mortgage,Business,South,No,0,0
LN00370,25,58900.0,3.6,675,37800.0,36,0,37.2,15.01,Own,Car,East,No,1,0
LN00371,29,25000.0,6.6,593,20200.0,36,3,35.2,17.96,Rent,Business,North,No,10,1
LN00372,40,75400.0,,705,23300.0,24,0,42.8,11.96,Mortgage,Personal,West,Yes,6,1
LN00373,41,50000.0,4.4,693,22200.0,48,0,37.1,12.79,,Home,South,No,0,0
LN00374,45,50200.0,3.5,717,24500.0,36,1,28.1,12.05,Mortgage,Education,Central,Yes,0,0
LN00375,24,103400.0,,731,60400.0,12,0,44.9,12.66,Mortgage,Business,Central,No,0,0
LN00376,37,44200.0,11.2,711,21100.0,60,2,25.6,13.08,Rent,Education,East,No,1,0
LN00377,48,38700.0,10.3,728,26700.0,60,3,37.5,14.12,Mortgage,Home,Central,No,0,0
LN00378,63,71900.0,8.3,577,14300.0,36,2,32.0,16.01,Rent,Personal,North,No,0,0
LN00379,25,40200.0,3.7,678,21200.0,60,1,17.7,13.46,Rent,Personal,North,No,0,0
LN00380,59,90000.0,5.2,625,27300.0,36,0,20.4,14.49,Mortgage,Personal,North,No,9,1
LN00381,36,43700.0,10.1,658,16600.0,48,0,15.3,16.32,Mortgage,Home,North,No,1,0
LN00382,22,50900.0,9.1,661,46600.0,36,2,44.2,13.85,Rent,Education,East,No,0,0
LN00383,56,84600.0,2.5,553,68300.0,12,1,48.9,16.72,Mortgage,Personal,Central,Yes,7,1
LN00384,27,48400.0,7.3,684,18300.0,24,1,50.7,13.59,Mortgage,Home,East,No,1,0
LN00385,26,39500.0,8.9,715,37700.0,12,0,39.9,13.89,Own,Education,West,No,1,0
LN00386,48,,4.9,650,21100.0,36,1,30.8,14.07,Rent,Business,Central,No,1,0
LN00387,52,28200.0,4.8,695,23500.0,24,3,26.5,13.46,Rent,Personal,North,No,0,0
LN00388,41,39000.0,8.2,713,62100.0,36,2,46.4,13.52,Own,Home,Central,No,0,0
LN00389,31,81400.0,4.3,666,34600.0,48,1,28.9,16.2,Rent,Car,West,No,1,0
LN00390,22,56400.0,7.0,597,24600.0,48,2,39.7,16.52,Rent,Personal,West,No,0,0
LN00391,41,87600.0,5.1,690,12200.0,24,0,18.1,15.4,Own,Car,East,Yes,0,0
LN00392,21,42700.0,3.4,608,31300.0,12,2,17.9,16.64,Own,Personal,West,No,0,0
LN00393,22,71300.0,4.0,638,74100.0,36,0,39.3,15.29,Mortgage,Personal,East,No,7,1
LN00394,52,50400.0,4.3,621,42100.0,24,0,41.6,15.88,,Personal,West,No,0,0
LN00395,47,116200.0,,615,15800.0,60,0,30.0,15.07,Own,Personal,Central,No,0,0
LN00396,54,,4.4,701,37500.0,36,0,39.5,14.62,,Business,South,No,9,1
LN00397,45,114100.0,5.6,673,71700.0,24,2,7.5,12.82,Mortgage,Personal,East,No,0,0
LN00398,26,90200.0,7.1,733,17700.0,36,0,42.1,11.72,Rent,Business,North,No,0,0
LN00399,45,69500.0,7.3,618,50900.0,24,0,30.4,14.22,Rent,Car,East,No,7,1
LN00400,21,66600.0,7.6,689,22800.0,36,2,39.5,16.86,Mortgage,Business,North,No,2,1
LN00401,48,51300.0,4.0,618,20700.0,48,1,15.3,17.23,Mortgage,Business,South,No,7,1
LN00402,56,70800.0,2.9,595,75000.0,60,3,34.6,17.68,Rent,Education,South,No,5,1
LN00403,28,43700.0,7.2,644,20600.0,48,2,17.3,13.61,Mortgage,Education,East,No,0,0
LN00404,52,56800.0,12.1,731,23900.0,36,0,39.3,11.21,Mortgage,Personal,Central,No,0,0
LN00405,40,27400.0,9.0,725,34100.0,36,4,33.0,12.07,Mortgage,Personal,East,No,1,0
LN00406,38,75500.0,16.7,656,40200.0,60,4,44.8,15.56,Rent,Personal,Central,No,0,0
LN00407,21,62600.0,1.5,610,26300.0,36,1,47.4,18.4,Mortgage,Home,South,No,2,0
LN00408,38,55300.0,3.2,667,44100.0,24,2,58.6,12.61,Own,Education,Central,No,0,0
LN00409,50,50600.0,5.1,673,32500.0,12,0,39.9,14.15,Mortgage,Personal,East,No,0,0
LN00410,21,62800.0,1.5,595,14200.0,24,2,39.3,16.76,Mortgage,Personal,Central,No,0,0
LN00411,34,41500.0,3.1,654,43600.0,12,0,49.2,14.09,Rent,Home,South,No,0,0
LN00412,31,42800.0,2.9,762,43500.0,24,1,60.3,12.27,Own,Business,East,No,0,0
LN00413,21,110600.0,5.3,580,23400.0,48,2,29.5,15.54,Mortgage,Personal,Central,No,6,1
LN00414,52,20800.0,6.0,661,23700.0,60,1,31.9,13.48,Mortgage,Personal,South,No,11,1
LN00415,40,,7.5,491,59300.0,24,1,44.6,20.09,Mortgage,Personal,Central,No,1,0
LN00416,40,37900.0,8.9,601,52200.0,60,4,44.0,18.28,Rent,Personal,South,No,3,1
LN00417,51,70000.0,2.5,809,36400.0,60,0,30.4,11.44,Mortgage,Home,North,No,1,0
LN00418,30,34200.0,10.6,730,9200.0,60,0,10.5,13.19,Rent,Business,East,No,1,0
LN00419,75,48500.0,7.0,620,43300.0,48,0,44.3,18.29,Mortgage,Personal,West,No,5,1
LN00420,34,129300.0,7.4,694,22500.0,60,1,27.7,12.46,Rent,Personal,South,No,1,0
LN00421,26,37300.0,9.9,665,7300.0,60,1,26.1,15.53,Rent,Education,South,No,0,0
LN00422,47,42800.0,9.6,557,22600.0,36,0,32.0,17.16,Mortgage,Personal,South,No,0,0
LN00423,44,68300.0,13.4,689,30800.0,24,1,18.0,13.97,Rent,Car,West,Yes,0,0
LN00424,28,54100.0,9.6,755,52800.0,36,1,48.2,11.75,Mortgage,Business,Central,No,0,0
LN00425,29,43200.0,5.0,837,27700.0,12,0,39.8,9.54,Rent,Personal,North,Yes,0,0
LN00426,50,,6.2,698,15900.0,24,1,50.4,14.25,Rent,Car,East,No,0,0
LN00427,43,42800.0,6.0,743,22600.0,36,1,29.2,13.22,Rent,Education,South,No,4,1
LN00428,45,42300.0,15.0,651,30300.0,60,0,41.1,13.84,Rent,Car,South,Yes,5,1
LN00429,50,75200.0,8.7,766,6400.0,48,0,42.8,12.09,Rent,Home,South,Yes,1,0
LN00430,33,65200.0,6.2,677,49000.0,36,0,38.9,12.82,Rent,Home,North,No,0,0
LN00431,55,26500.0,2.0,634,32000.0,24,1,71.0,15.67,Mortgage,Personal,Central,No,0,0
LN00432,40,62700.0,4.0,703,21600.0,24,1,28.1,12.38,Own,Home,Central,No,0,0
LN00433,49,87500.0,4.4,716,49600.0,12,1,28.7,12.31,Rent,Business,South,No,0,0
LN00434,29,88700.0,,741,44800.0,48,1,39.1,11.09,Own,Business,West,No,1,0
LN00435,49,66500.0,4.3,750,42500.0,24,1,31.1,13.01,Rent,Education,South,No,0,0
LN00436,43,134400.0,11.3,642,9300.0,36,0,38.1,15.43,Mortgage,Personal,West,No,0,0
LN00437,70,29500.0,3.4,705,74200.0,36,0,57.7,9.69,Own,Home,East,No,0,0
LN00438,38,27500.0,,748,23500.0,24,1,42.9,10.36,Rent,Education,West,No,0,0
LN00439,58,128100.0,4.9,755,19200.0,48,3,31.2,13.34,Mortgage,Education,North,No,0,0
LN00440,48,56200.0,6.1,620,15500.0,48,0,43.3,14.26,Mortgage,Education,North,No,0,0
LN00441,59,73000.0,6.1,733,26000.0,12,0,19.6,13.78,Rent,Home,South,No,0,0
LN00442,43,49200.0,7.0,618,27300.0,24,1,50.8,17.14,Mortgage,Car,North,No,7,1
LN00443,46,55300.0,7.6,730,29900.0,48,1,34.5,11.23,Mortgage,Car,North,No,0,0
LN00444,21,174800.0,,725,25700.0,36,2,20.0,12.12,Own,Car,Central,No,0,0
LN00445,25,128700.0,2.8,659,42200.0,24,2,45.9,13.59,Rent,Home,South,Yes,3,1
LN00446,53,,6.7,802,35700.0,60,0,24.6,7.94,Own,Car,North,No,1,0
LN00447,45,55200.0,11.3,731,29300.0,24,2,33.5,11.67,Mortgage,Home,East,Yes,0,0
LN00448,49,61600.0,,557,25300.0,24,4,39.1,15.89,Own,Business,West,No,6,1
LN00449,37,22900.0,6.6,717,23500.0,12,2,26.8,14.84,Rent,Personal,North,No,7,1
LN00450,50,31900.0,5.9,673,45600.0,24,2,56.2,13.63,Mortgage,Personal,South,No,1,0
LN00451,36,58200.0,8.2,786,30900.0,48,2,32.1,10.97,,Home,West,Yes,0,0
LN00452,40,63800.0,5.4,761,28200.0,36,1,30.1,11.69,Rent,Personal,Central,Yes,0,0
LN00453,55,54900.0,6.5,662,18000.0,12,0,41.4,13.24,Rent,Business,East,No,0,0
LN00454,53,72900.0,2.8,701,11900.0,24,0,20.9,13.21,Rent,Business,North,No,0,0
LN00455,35,115500.0,6.5,692,19200.0,60,1,15.1,12.2,Own,Education,East,No,0,0
LN00456,41,71100.0,5.6,611,18900.0,48,0,39.3,14.48,Rent,Home,West,No,0,0
LN00457,43,39500.0,4.3,697,29500.0,24,2,52.3,12.15,Own,Home,West,No,0,0
LN00458,39,72100.0,2.9,691,13400.0,60,0,22.7,13.36,Mortgage,Home,Central,No,6,1
LN00459,39,58800.0,0.8,656,68200.0,24,1,29.2,14.86,Rent,Home,West,No,0,0
LN00460,29,90200.0,3.3,696,19400.0,24,1,21.3,11.54,Mortgage,Education,East,No,0,0
LN00461,47,69400.0,3.0,689,37200.0,12,0,27.4,12.39,Mortgage,Personal,South,No,7,1
LN00462,28,43600.0,9.0,682,18100.0,36,0,31.2,14.18,Rent,Car,South,No,0,0
LN00463,29,66000.0,4.5,714,10900.0,36,1,35.3,11.19,Rent,Personal,East,No,0,0
LN00464,55,132500.0,9.4,644,18100.0,24,2,32.2,12.76,Own,Home,North,No,0,0
LN00465,62,179900.0,5.9,657,24500.0,12,0,26.6,15.05,Mortgage,Car,East,No,0,0
LN00466,62,121200.0,4.6,657,32800.0,48,1,26.2,15.76,Mortgage,Home,East,No,0,0
LN00467,44,47900.0,9.4,678,14500.0,60,1,9.5,14.86,Rent,Car,North,No,0,0
LN00468,34,65300.0,11.7,650,28400.0,24,1,35.9,15.46,Rent,Personal,North,No,6,1
LN00469,49,73800.0,3.2,639,36300.0,36,1,24.3,15.75,Rent,Business,Central,No,0,0
LN00470,59,42400.0,9.9,695,33200.0,36,0,31.3,12.29,,Personal,North,No,0,0
LN00471,42,65400.0,6.4,749,35900.0,24,2,31.3,15.28,Rent,Car,West,No,9,1
LN00472,35,41400.0,,835,16300.0,12,1,29.5,9.31,Mortgage,Business,East,No,0,0
LN00473,21,22500.0,4.6,605,14600.0,36,0,25.6,16.94,Rent,Home,East,No,0,0
LN00474,21,59500.0,5.6,794,47200.0,36,0,43.2,11.16,Mortgage,Business,North,No,1,0
LN00475,61,49300.0,,648,65600.0,36,1,39.0,15.34,Mortgage,Business,North,No,0,0
LN00476,23,154400.0,7.4,766,24200.0,24,4,37.6,13.9,Mortgage,Personal,North,No,1,0
LN00477,32,89100.0,14.1,695,18200.0,48,1,42.4,14.21,Rent,Education,West,Yes,0,0
LN00478,37,47100.0,2.0,802,30200.0,24,0,42.2,10.2,Own,Education,South,No,0,0
LN00479,43,43400.0,10.8,629,48300.0,12,1,37.2,16.53,Mortgage,Business,West,No,0,0
LN00480,25,44000.0,7.2,709,30300.0,36,2,43.9,13.75,Mortgage,Business,South,Yes,9,1
LN00481,47,196800.0,0.6,850,64700.0,24,0,35.7,8.15,Own,Car,North,No,8,1
LN00482,47,105200.0,,646,48100.0,36,1,38.9,14.95,Rent,Personal,South,No,0,0
LN00483,41,53300.0,6.9,640,36700.0,48,1,41.0,13.12,Rent,Car,Central,No,1,0
LN00484,33,33200.0,6.5,624,15200.0,24,1,53.4,13.72,Own,Business,North,No,6,1
LN00485,36,109900.0,16.5,629,15900.0,36,0,22.4,15.38,Own,Education,South,No,0,0
LN00486,21,48500.0,5.5,761,29700.0,24,1,37.4,11.26,Rent,Personal,South,No,0,0
LN00487,48,32200.0,7.6,725,36500.0,48,0,34.9,14.49,Mortgage,Car,West,No,2,0
LN00488,34,75400.0,2.8,611,38200.0,36,0,43.9,16.79,Rent,Home,East,No,8,1
LN00489,24,65400.0,9.7,699,27200.0,12,0,30.7,12.14,Rent,Personal,East,No,0,0
LN00490,40,70100.0,8.9,736,6500.0,36,1,29.3,10.2,Rent,Personal,East,Yes,0,0
LN00491,46,67600.0,10.0,744,31200.0,60,0,47.8,12.51,Own,Home,South,Yes,6,1
LN00492,44,57600.0,8.4,655,54600.0,48,1,40.9,15.2,Rent,Home,East,No,0,0
LN00493,47,65400.0,2.6,592,67600.0,24,1,55.4,14.82,Rent,Personal,West,No,10,1
LN00494,54,47400.0,5.3,649,17900.0,24,0,21.1,13.43,Rent,Car,North,No,0,0
LN00495,34,102000.0,2.8,532,47500.0,48,2,27.2,19.43,Rent,Personal,Central,No,0,0
LN00496,42,33700.0,1.0,692,26800.0,36,1,62.7,14.03,Mortgage,Car,North,No,12,1
LN00497,43,94900.0,7.4,709,17200.0,36,0,29.2,14.85,Mortgage,Personal,North,No,0,0
LN00498,22,62300.0,4.9,616,18100.0,36,0,10.6,16.73,Rent,Personal,South,No,0,0
LN00499,53,33200.0,4.9,660,36400.0,24,2,35.3,16.22,Mortgage,Car,West,No,0,0
LN00500,36,91700.0,3.2,754,21500.0,48,1,17.7,10.29,Rent,Personal,East,Yes,0,0
LN00501,43,61100.0,5.2,720,28600.0,48,1,35.5,11.3,Rent,Business,North,No,0,0
LN00502,43,95900.0,5.8,702,57300.0,24,2,42.8,12.27,Mortgage,Car,Central,No,0,0
LN00503,30,181400.0,2.3,727,28200.0,36,2,20.6,12.36,Own,Car,North,Yes,0,0
LN00504,50,55200.0,8.0,596,63900.0,60,1,53.8,17.15,Mortgage,Car,South,No,5,1
LN00505,51,49000.0,6.3,732,20900.0,36,0,18.3,11.29,Own,Car,Central,No,0,0
LN00506,42,34200.0,4.1,702,28900.0,48,0,48.7,12.9,Own,Personal,West,No,1,0
LN00507,21,30900.0,4.3,662,22300.0,24,1,18.4,16.56,Mortgage,Home,South,No,0,0
LN00508,56,39000.0,4.1,678,13300.0,12,0,42.9,14.06,Rent,Personal,Central,Yes,1,0
LN00509,38,92900.0,8.2,681,34100.0,60,1,33.3,14.73,Rent,Personal,South,No,4,1
LN00510,32,100000.0,9.4,741,14400.0,60,1,29.9,11.81,Rent,Personal,East,No,0,0
LN00511,33,38100.0,9.1,632,20400.0,36,0,27.0,14.97,Own,Education,South,No,7,1
LN00512,27,106200.0,14.6,693,31100.0,36,0,55.0,12.99,Mortgage,Home,Central,No,0,0
LN00513,35,100100.0,11.4,695,38100.0,36,1,33.8,13.43,Rent,Home,South,Yes,0,0
LN00514,47,45400.0,2.8,703,28200.0,24,2,54.2,10.69,Mortgage,Business,South,Yes,8,1
LN00515,26,43400.0,5.6,674,27100.0,36,3,62.7,13.28,Rent,Education,Central,No,0,0
LN00516,42,54500.0,5.4,656,13300.0,36,1,39.3,16.69,Rent,Car,South,No,0,0
LN00517,33,38100.0,7.0,662,52800.0,36,2,38.4,14.86,,Education,North,No,0,0
LN00518,37,31900.0,1.0,671,86000.0,24,2,54.8,14.34,Mortgage,Car,South,Yes,1,0
LN00519,35,64700.0,11.0,631,41100.0,36,3,30.9,15.67,Rent,Car,North,No,0,0
LN00520,43,49800.0,,698,22800.0,36,0,31.7,12.52,Mortgage,Education,South,No,0,0
LN00521,52,21500.0,10.7,772,24300.0,36,1,48.1,10.11,Rent,Home,South,No,0,0
LN00522,40,36000.0,3.5,846,9600.0,24,0,13.5,9.39,Rent,Personal,South,No,0,0
LN00523,50,49700.0,8.4,648,73100.0,36,2,20.6,14.81,Own,Business,North,No,0,0
LN00524,57,171300.0,14.3,665,9700.0,60,1,28.6,13.8,Rent,Home,Central,Yes,2,0
LN00525,22,80300.0,4.1,752,44200.0,12,1,30.2,12.21,Own,Personal,North,No,1,0
LN00526,49,64500.0,10.6,589,17700.0,36,0,14.2,16.91,Own,Home,South,No,5,1
LN00527,36,54100.0,,718,31400.0,36,3,51.3,11.35,Rent,Education,North,No,0,0
LN00528,37,76000.0,2.7,511,53400.0,36,2,35.5,19.68,Rent,Home,North,No,6,1
LN00529,51,49600.0,1.9,799,37500.0,24,0,35.8,9.72,Mortgage,Business,Central,Yes,0,0
LN00530,37,40000.0,4.0,819,34200.0,12,0,42.5,9.18,Rent,Personal,North,No,0,0
LN00531,32,166100.0,9.3,643,17500.0,48,0,30.3,18.3,Mortgage,Personal,South,No,6,1
LN00532,55,29100.0,2.7,655,34900.0,12,0,45.4,17.76,Rent,Home,Central,No,0,0
LN00533,52,58600.0,4.6,735,27800.0,24,4,32.9,13.62,Mortgage,Car,North,No,0,0
LN00534,45,176900.0,0.8,770,16300.0,60,2,13.3,10.54,Rent,Personal,East,No,0,0
LN00535,74,98100.0,8.7,672,25500.0,60,1,13.6,14.8,Rent,Education,East,No,0,0
LN00536,28,125600.0,3.8,538,38100.0,60,1,36.9,17.88,Mortgage,Car,Central,No,2,1
LN00537,21,23100.0,3.4,673,33100.0,12,1,37.6,13.18,Mortgage,Home,South,No,0,0
LN00538,37,134000.0,5.5,760,14300.0,12,2,31.2,10.66,Mortgage,Business,Central,No,1,0
LN00539,26,90500.0,8.5,648,10200.0,36,1,29.3,15.0,Rent,Car,North,No,1,0
LN00540,44,31000.0,0.6,709,26700.0,36,0,46.7,14.45,Mortgage,Car,East,No,9,1
LN00541,33,185600.0,,633,25100.0,12,1,35.8,14.74,Own,Car,North,No,0,0
LN00542,33,,5.8,638,57000.0,36,0,22.4,15.5,Own,Car,North,No,0,0
LN00543,40,41800.0,6.8,709,11600.0,48,1,20.2,14.59,Mortgage,Business,North,No,0,0
LN00544,30,57100.0,3.1,621,27300.0,36,0,54.9,14.61,Rent,Personal,South,No,0,0
LN00545,21,72400.0,9.6,717,24600.0,24,0,24.4,13.63,Rent,Business,West,No,0,0
