machine_type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,failure
M,297.97,307.67,1428.0,47.48,182.2,0
M,302.41,310.57,1441.0,41.93,130.5,1
M,295.6,305.75,1753.0,45.07,169.8,0
M,297.18,307.07,1362.0,17.93,98.9,0
M,299.02,308.88,1301.0,30.81,45.4,0
L,299.32,308.95,1472.0,44.94,120.4,0
M,298.18,307.81,1662.0,36.41,233.6,1
L,293.59,303.01,1386.0,55.44,223.5,1
M,296.74,307.46,1459.0,24.56,52.9,0
M,298.66,309.04,1454.0,35.84,113.5,0
M,298.1,307.85,1800.0,53.25,107.1,0
L,299.52,310.97,1569.0,16.38,132.8,0
L,298.15,307.29,1560.0,43.05,23.6,1
L,295.82,304.59,1540.0,34.21,116.9,0
M,297.11,305.21,1735.0,59.03,240.9,1
H,293.45,304.86,1457.0,33.68,145.3,0
M,297.25,306.59,1570.0,33.21,48.0,0
L,294.28,304.56,1618.0,44.76,8.0,0
L,297.58,308.61,1381.0,47.32,62.7,0
L,296.41,307.54,1415.0,31.2,98.5,0
L,299.32,309.09,1714.0,32.2,226.4,1
H,298.24,310.05,1625.0,38.91,132.5,1
L,293.98,303.56,1407.0,35.75,184.9,0
M,299.47,308.74,1666.0,27.83,155.0,0
L,296.65,305.92,1474.0,49.16,61.4,1
L,296.18,305.68,1302.0,53.99,102.4,1
L,303.36,314.88,1683.0,20.98,238.3,1
M,301.78,311.44,1239.0,32.45,155.4,1
M,298.31,309.12,1620.0,32.31,145.7,0
M,299.14,308.13,1266.0,47.69,157.1,1
M,298.93,308.32,1686.0,44.18,31.1,0
M,295.51,305.28,1558.0,51.17,89.5,0
H,300.64,309.98,1820.0,26.98,172.6,1
M,300.57,310.02,1449.0,43.91,98.5,0
H,297.27,308.44,1207.0,30.47,81.3,0
H,297.31,307.4,1397.0,35.91,217.8,0
L,296.14,305.77,1720.0,46.76,97.7,0
L,298.41,307.69,1646.0,40.17,214.4,1
L,297.4,308.25,1299.0,42.3,136.1,0
L,297.86,306.26,1743.0,48.08,33.5,1
L,298.73,308.55,1635.0,34.23,25.0,0
L,299.15,309.73,1372.0,32.88,80.0,0
L,298.85,307.81,1545.0,56.01,38.1,0
L,295.11,304.66,1630.0,52.14,169.0,0
M,299.59,310.2,1371.0,49.83,61.3,0
L,296.73,304.58,1573.0,47.69,75.7,0
H,296.17,305.15,1388.0,34.82,84.3,0
L,300.93,311.11,1454.0,46.7,128.1,1
H,296.26,306.4,1643.0,43.86,186.9,0
L,297.56,308.34,1366.0,43.3,27.2,0
H,297.2,308.8,1526.0,28.4,45.8,0
M,295.47,305.96,1599.0,48.97,153.9,0
M,294.13,303.39,1471.0,35.74,244.6,1
M,300.89,311.45,1401.0,21.42,161.0,0
H,297.35,307.8,1782.0,27.99,81.0,0
L,295.06,306.14,1533.0,42.62,13.8,1
L,295.58,306.28,1459.0,34.29,179.4,0
L,297.93,308.86,1428.0,43.27,166.1,0
L,298.35,309.31,1546.0,27.87,166.7,0
L,297.15,307.07,1211.0,36.06,150.7,0
H,295.16,303.48,1596.0,38.96,9.0,0
M,297.04,306.29,1482.0,50.2,123.0,0
M,297.19,307.35,1358.0,40.45,235.9,1
L,300.22,310.49,1177.0,31.36,61.2,0
H,295.87,307.39,1448.0,51.81,176.6,1
L,295.34,305.37,1351.0,43.45,32.5,0
L,301.9,312.81,1423.0,51.61,227.6,1
L,299.05,310.15,1299.0,39.38,218.3,1
L,298.49,308.19,1504.0,32.54,112.8,0
L,295.72,304.99,1655.0,46.4,66.7,1
M,295.95,306.47,1457.0,40.99,139.4,0
L,298.97,308.75,1405.0,34.97,107.0,0
L,298.25,308.9,1399.0,40.55,175.0,1
L,297.27,306.31,1702.0,29.39,0.5,0
H,295.33,303.99,1513.0,16.29,151.9,0
L,296.03,307.33,1376.0,33.99,246.0,1
M,298.2,309.33,1394.0,50.41,170.6,1
L,300.98,310.48,1326.0,48.1,135.2,0
M,297.09,305.83,1452.0,20.76,75.1,1
H,298.74,309.1,1553.0,36.75,26.5,0
M,295.04,305.1,1511.0,43.21,148.3,1
M,292.25,300.31,1470.0,36.01,226.7,1
H,297.91,309.01,1640.0,51.25,122.6,1
L,299.56,310.02,1873.0,31.09,190.8,0
H,299.9,307.7,1394.0,32.53,60.9,0
H,297.82,307.85,1349.0,59.57,129.8,1
H,297.22,308.58,1488.0,35.1,179.7,1
L,300.03,308.99,1256.0,41.35,12.8,0
L,294.69,305.14,1438.0,61.48,187.1,1
L,301.09,310.94,1279.0,33.26,69.9,0
L,298.03,308.23,1504.0,43.44,105.2,0
L,300.72,310.48,1347.0,28.29,28.7,0
M,300.87,311.22,1651.0,33.16,187.2,0
L,297.72,307.64,1436.0,42.49,85.5,0
L,294.21,303.57,1430.0,25.81,166.5,0
L,298.65,311.48,1631.0,47.6,203.7,0
H,300.66,312.24,1396.0,35.47,9.2,0
L,297.0,309.14,1704.0,33.22,164.2,0
H,296.59,306.31,1460.0,42.41,81.5,0
L,299.83,310.26,1552.0,37.12,170.6,0
M,301.71,310.67,1545.0,28.49,160.1,1
L,297.36,306.33,1486.0,17.03,184.9,1
M,296.5,308.69,1629.0,35.03,4.6,0
M,297.07,304.68,1425.0,45.88,249.5,1
M,295.29,304.98,1743.0,47.46,232.5,1
L,298.14,308.34,1288.0,35.39,49.8,1
H,296.91,306.55,1478.0,54.07,18.1,0
L,297.65,308.61,1386.0,20.23,186.5,0
M,298.62,308.74,1656.0,41.82,51.8,0
M,300.13,310.17,1376.0,48.82,149.1,0
M,299.92,307.67,1290.0,35.95,209.9,0
H,298.05,308.93,1597.0,40.25,156.0,0
L,299.17,310.26,1438.0,41.32,6.0,0
L,298.5,307.76,1322.0,53.09,12.3,0
L,299.69,309.83,1618.0,46.69,244.2,1
M,297.78,307.31,1364.0,31.93,28.1,0
L,295.41,306.64,1544.0,28.64,243.6,0
M,297.25,308.7,1173.0,34.22,221.3,1
L,296.11,306.59,1163.0,57.77,64.0,1
L,296.67,306.74,1534.0,35.24,184.4,0
M,299.62,312.17,1783.0,40.87,195.4,1
H,293.43,307.17,1544.0,35.98,179.0,1
H,298.95,309.41,1456.0,38.58,128.8,0
M,296.77,306.92,1504.0,40.5,10.6,0
L,300.05,309.82,1494.0,42.34,129.9,0
L,296.29,304.79,1778.0,39.62,221.0,1
L,299.52,309.75,1458.0,44.17,79.9,0
M,297.98,308.24,1549.0,32.21,247.4,0
H,297.56,307.67,1526.0,49.85,141.7,0
L,296.96,307.34,1603.0,27.21,202.0,0
H,293.63,302.6,1414.0,31.06,216.1,1
M,298.37,307.25,1395.0,27.68,141.8,0
H,293.27,303.05,1451.0,30.75,97.5,1
H,300.22,310.86,1612.0,30.06,210.8,1
L,300.91,312.88,1377.0,43.76,227.0,1
L,297.7,309.41,1517.0,56.39,43.1,0
L,300.2,310.91,1463.0,38.93,229.7,1
H,295.73,304.31,1587.0,31.46,86.9,0
L,299.85,309.65,1467.0,37.48,14.1,1
L,296.86,306.61,1797.0,36.02,46.4,0
L,297.77,308.74,1291.0,24.12,191.7,0
H,296.43,307.3,1296.0,35.24,156.7,1
L,298.12,307.67,1637.0,25.1,246.5,1
L,298.75,307.57,1501.0,55.71,68.3,0
L,299.01,308.65,1425.0,53.77,199.1,1
M,298.32,307.43,1576.0,49.59,117.2,0
L,300.73,311.0,1642.0,45.04,249.9,0
M,296.92,305.77,1705.0,23.39,171.5,0
L,299.25,307.08,1279.0,50.43,135.4,0
L,301.13,310.46,1538.0,23.35,31.3,0
M,298.86,308.66,1559.0,35.94,20.0,0
H,299.88,312.35,1526.0,32.11,63.8,0
M,298.75,306.68,1412.0,54.69,192.3,0
M,299.7,310.1,1056.0,26.65,110.6,1
H,299.28,310.06,1549.0,35.89,212.0,1
L,298.06,309.25,1554.0,36.04,75.8,0
L,300.05,307.85,1483.0,32.85,195.7,0
M,297.07,307.62,1302.0,47.4,122.9,0
H,297.22,307.6,1751.0,46.69,78.2,1
L,298.77,308.18,1452.0,41.98,96.2,0
L,296.02,307.09,1734.0,59.39,207.5,1
L,296.37,306.87,1737.0,50.39,108.0,1
L,294.55,304.01,1358.0,41.8,67.7,0
L,297.16,307.09,1280.0,43.28,178.4,0
M,299.86,310.66,1715.0,38.55,239.8,1
H,299.26,309.79,1646.0,48.04,78.6,0
M,300.2,309.26,1609.0,26.04,102.9,0
H,296.99,306.95,1591.0,62.49,180.1,1
L,304.25,316.01,1682.0,44.35,128.2,0
M,296.95,306.35,1556.0,36.91,47.7,0
M,299.67,309.21,1277.0,31.2,186.2,0
M,296.79,306.92,1522.0,27.46,194.0,0
L,296.06,305.28,1467.0,29.68,245.0,0
L,297.47,309.04,1499.0,38.08,151.3,1
M,298.25,307.14,1585.0,34.31,24.9,0
M,296.91,305.07,1407.0,33.82,60.0,0
L,297.28,307.55,1594.0,57.61,133.6,1
L,298.36,308.17,1552.0,42.6,195.2,0
L,297.35,306.07,1411.0,39.56,186.5,0
L,300.31,310.34,1356.0,34.62,186.6,1
H,298.37,309.1,1358.0,37.47,26.6,1
M,300.34,311.05,1336.0,42.62,179.1,0
L,299.17,309.6,1635.0,41.28,186.8,0
L,297.64,305.73,1144.0,40.01,143.3,0
L,298.45,307.77,1601.0,41.57,236.6,1
M,298.67,308.55,1609.0,44.5,91.4,0
H,297.29,308.74,1239.0,33.77,44.5,0
L,296.99,306.32,1494.0,24.0,95.6,1
H,300.11,312.65,1384.0,47.23,78.3,0
L,295.6,305.14,1630.0,50.61,185.1,0
L,298.98,308.05,1437.0,48.74,117.1,0
L,298.67,308.22,1315.0,52.41,131.7,0
H,293.42,303.44,1387.0,51.19,248.4,1
L,298.35,307.54,1290.0,32.27,63.5,0
L,301.18,310.91,1293.0,24.43,17.3,0
L,300.28,308.18,1662.0,52.76,138.3,0
L,297.42,306.75,1503.0,36.94,249.6,1
L,299.7,309.57,1474.0,65.89,209.2,1
L,299.25,309.33,1385.0,22.98,218.9,1
L,300.61,310.52,1616.0,31.33,174.7,0
L,297.32,306.86,1683.0,36.6,37.0,0
L,297.62,307.3,1606.0,43.36,149.4,1
L,299.68,308.54,1520.0,38.09,187.1,0
L,300.27,309.92,1463.0,20.98,161.2,1
M,300.96,309.91,1556.0,26.43,229.9,0
L,298.7,309.66,1459.0,48.66,119.8,0
H,299.39,309.72,1498.0,25.87,210.4,1
H,296.65,308.77,1277.0,44.72,62.8,1
H,299.24,309.56,1252.0,48.96,210.6,0
M,296.43,307.51,1387.0,19.16,134.3,0
M,297.48,309.48,1503.0,39.71,53.6,0
L,295.46,306.29,1598.0,49.58,207.2,1
L,298.99,308.34,1529.0,44.34,207.8,1
L,299.39,309.99,1515.0,41.17,181.4,0
L,296.05,307.47,1750.0,40.12,189.0,1
L,295.07,305.57,1276.0,50.34,216.6,1
H,300.45,310.43,1667.0,23.52,36.2,1
H,297.63,306.36,1679.0,48.53,100.6,0
L,297.21,306.41,1209.0,38.0,134.2,0
M,299.7,311.47,1567.0,59.78,54.3,0
L,297.91,307.57,1704.0,45.36,30.1,1
M,296.15,306.71,1628.0,42.05,123.0,0
L,298.06,307.63,1598.0,23.02,249.6,0
L,297.44,305.59,1108.0,44.78,24.6,1
L,298.28,307.13,1406.0,36.08,151.1,1
L,295.7,306.24,1624.0,38.41,241.6,0
M,293.52,304.61,1378.0,47.02,154.9,1
L,299.26,309.02,1657.0,55.33,202.9,1
L,299.52,308.76,1461.0,41.11,105.5,0
H,298.22,309.76,1292.0,37.27,186.2,0
L,294.97,304.22,1596.0,45.96,68.2,0
M,299.58,311.78,1644.0,42.32,99.4,0
H,299.99,309.7,1865.0,23.34,219.2,0
H,299.38,309.92,1501.0,41.16,215.1,0
M,298.06,309.49,1342.0,39.57,239.2,0
L,299.32,310.27,1322.0,50.9,1.4,0
M,298.08,308.11,1558.0,41.33,178.8,1
H,296.81,306.91,1611.0,44.97,16.7,0
H,297.58,308.32,1617.0,33.38,184.6,0
M,299.01,309.91,1798.0,57.28,191.1,0
M,298.4,308.64,1449.0,26.03,107.9,0
H,297.19,308.01,1408.0,17.22,125.5,1
L,297.94,306.27,1607.0,31.24,98.7,0
H,301.14,310.5,1562.0,45.54,129.7,0
L,297.01,308.2,1655.0,48.75,183.6,1
M,300.58,310.76,1620.0,35.94,80.2,0
L,301.21,309.8,1607.0,25.37,220.1,1
M,297.48,308.84,1369.0,39.95,159.8,0
L,297.6,307.6,1602.0,43.77,2.4,0
L,298.59,308.99,1422.0,37.63,42.5,0
M,295.71,306.76,1364.0,45.23,106.1,0
L,299.04,308.47,1792.0,43.57,90.4,0
L,298.9,308.46,1287.0,36.02,91.9,0
H,303.88,313.6,1798.0,35.54,168.1,0
L,300.62,310.63,1493.0,36.19,69.8,0
M,301.69,311.71,1438.0,33.04,50.0,0
L,297.95,307.42,1312.0,48.87,36.8,0
L,301.01,310.9,1602.0,35.36,48.5,0
M,301.32,310.98,1449.0,42.22,245.5,1
M,298.95,308.01,1399.0,47.3,85.8,0
M,299.12,309.02,1431.0,33.81,194.1,0
L,295.45,305.27,1673.0,9.98,179.4,0
L,294.83,304.42,1529.0,44.71,62.8,0
L,297.78,307.9,1430.0,42.67,81.9,1
L,297.46,307.53,1552.0,45.65,123.9,0
M,300.06,311.18,1873.0,48.28,161.4,0
L,301.69,310.45,1641.0,27.82,26.2,1
M,298.18,307.02,1347.0,37.26,191.2,0
L,298.0,307.04,1619.0,40.38,18.0,0
L,296.96,307.67,1425.0,48.41,92.5,0
M,297.63,307.65,1484.0,36.66,74.7,0
L,295.35,305.32,1425.0,50.83,30.8,1
L,297.25,309.06,1198.0,34.23,9.9,0
M,298.77,308.09,1626.0,38.05,2.6,0
L,302.15,314.23,1546.0,41.07,20.7,0
L,297.24,307.26,1416.0,32.96,215.2,0
L,298.31,308.5,1625.0,34.97,222.4,1
L,303.24,312.01,1434.0,32.82,125.7,0
L,297.24,306.24,1473.0,34.74,170.8,0
M,292.66,304.11,1583.0,61.01,203.1,1
M,297.26,308.57,1566.0,45.42,208.6,1
M,295.76,305.72,1440.0,29.38,153.8,0
M,299.8,308.11,1346.0,52.82,4.3,0
L,293.91,303.26,1662.0,50.78,168.3,0
H,297.14,307.99,1543.0,41.73,17.1,0
L,298.53,309.22,1472.0,42.17,39.2,1
L,298.28,308.92,1392.0,25.71,55.2,0
H,296.97,307.33,1779.0,23.39,173.9,0
M,293.69,304.17,1632.0,28.37,160.7,0
L,298.11,308.01,1563.0,42.5,157.3,0
M,296.13,306.27,1535.0,35.46,60.8,0
H,297.6,307.07,1549.0,33.29,25.4,1
L,294.61,305.17,1494.0,31.82,242.5,1
M,295.91,306.0,1513.0,30.32,15.8,1
H,300.82,311.38,1651.0,39.23,100.2,1
H,295.35,305.94,1428.0,22.7,228.8,1
L,298.08,308.4,1220.0,43.99,24.3,1
M,298.98,309.26,1442.0,43.6,64.2,0
H,297.2,306.72,1649.0,52.03,83.4,1
L,299.24,310.07,1318.0,42.31,175.3,1
H,301.34,313.69,1685.0,41.05,100.3,0
L,299.73,309.78,1726.0,55.63,40.0,1
M,300.78,309.55,1653.0,36.77,130.7,0
L,301.45,312.29,1481.0,26.45,64.9,0
H,298.78,308.3,1370.0,36.57,170.8,0
H,301.24,311.59,1462.0,46.93,12.3,0
L,300.86,310.7,1180.0,65.74,153.6,1
M,299.17,308.56,1573.0,32.91,104.8,0
M,295.31,305.52,1558.0,35.72,88.4,0
M,296.67,308.22,1478.0,56.65,83.8,0
M,297.95,307.29,1706.0,42.6,96.3,1
L,296.79,307.33,1450.0,43.69,177.6,0
L,294.92,302.19,1744.0,41.36,92.8,0
H,295.45,306.54,1329.0,24.27,168.9,0
M,298.67,308.09,1600.0,40.9,220.4,1
M,295.83,307.13,1420.0,46.21,218.3,1
M,293.26,302.35,1453.0,40.79,85.9,0
L,299.26,309.36,1673.0,35.34,247.1,1
L,295.27,304.12,1441.0,53.53,155.1,0
M,299.72,310.11,1584.0,43.72,249.0,1
M,300.95,312.5,1245.0,31.28,191.0,1
H,296.8,306.79,1407.0,31.73,16.3,0
L,292.69,301.99,1755.0,33.2,41.6,0
H,294.98,305.48,1529.0,41.63,158.8,0
H,298.02,307.82,1436.0,50.47,126.7,0
L,294.3,304.89,1367.0,35.32,201.6,1
H,299.55,310.14,1195.0,27.04,196.5,1
L,296.3,305.78,1520.0,30.51,184.1,0
H,297.58,306.82,1377.0,36.83,46.4,0
L,296.71,307.75,1651.0,48.91,223.9,0
L,299.17,309.69,1281.0,26.35,20.9,0
H,294.97,303.33,1645.0,30.6,5.3,0
M,297.49,307.46,1670.0,24.78,100.6,1
L,297.61,307.95,1587.0,41.96,133.4,0
L,297.11,307.59,1486.0,36.64,178.0,0
L,298.99,310.04,1463.0,30.96,179.3,1
L,294.56,303.45,1535.0,45.47,25.0,0
H,301.25,310.47,1640.0,47.36,205.9,0
L,295.83,305.87,1499.0,39.29,139.7,0
M,296.44,306.24,1685.0,41.0,28.9,0
H,297.7,307.84,1710.0,41.81,193.9,0
M,296.64,307.79,1345.0,26.36,82.4,0
L,297.47,307.77,1438.0,40.93,193.7,0
L,297.21,306.45,1591.0,34.18,166.9,1
L,298.32,307.82,1343.0,57.0,123.2,0
L,297.31,306.23,1527.0,40.16,231.7,1
M,297.96,306.32,1200.0,42.95,214.6,1
M,297.82,307.96,1507.0,42.26,103.7,0
H,298.71,308.42,1596.0,49.64,29.6,0
L,296.85,307.19,1380.0,35.2,142.4,0
L,297.78,307.08,1716.0,27.65,209.3,1
L,296.59,306.87,1670.0,33.25,54.0,1
M,298.6,308.88,1574.0,58.26,115.6,1
M,295.36,303.53,1385.0,38.34,215.4,1
L,297.59,307.63,1309.0,51.1,27.3,1
M,295.51,305.2,1606.0,41.84,154.1,0
M,301.58,310.62,1416.0,18.43,162.2,0
H,295.31,304.68,1451.0,44.4,72.9,0
H,295.55,304.43,1580.0,41.49,169.6,1
H,299.72,310.2,1540.0,36.18,56.4,0
M,298.35,308.47,1239.0,22.4,155.7,0
L,297.65,309.96,1706.0,46.05,71.8,1
M,299.33,309.94,1664.0,46.19,29.1,0
L,298.31,306.46,1565.0,50.97,150.7,0
L,295.71,305.84,1393.0,44.08,153.7,1
L,298.16,308.76,1532.0,55.41,170.7,0
L,295.64,305.71,1535.0,35.28,54.3,0
M,293.81,304.45,1561.0,62.96,67.2,0
H,297.15,307.77,1475.0,34.88,64.4,0
H,295.43,306.79,1599.0,35.47,87.1,0
M,299.16,308.72,1585.0,35.24,247.6,1
L,300.88,312.07,1465.0,48.1,60.2,0
H,297.01,307.88,1829.0,30.71,54.8,0
L,294.25,302.75,1295.0,50.04,180.1,0
L,298.15,309.64,1926.0,53.66,101.2,0
L,301.86,311.62,1278.0,68.01,92.9,1
M,300.21,311.0,1617.0,23.48,68.5,1
M,295.06,304.68,1635.0,41.83,112.6,0
M,297.25,308.31,1882.0,26.53,160.6,1
H,298.18,307.86,1568.0,43.84,243.5,1
M,301.66,311.09,1615.0,25.69,71.7,0
M,297.39,307.09,1762.0,28.25,58.7,0
L,300.12,309.91,1511.0,36.52,184.8,0
L,302.57,311.9,1500.0,28.16,230.4,1
H,301.13,312.41,1387.0,29.7,57.0,0
L,295.73,307.51,1525.0,53.0,15.7,0
M,297.07,307.46,1434.0,41.62,146.1,1
L,297.07,307.73,1518.0,45.87,201.5,1
L,297.79,308.41,1443.0,36.72,205.3,1
H,299.68,308.65,1151.0,17.51,189.5,1
M,297.28,310.33,1597.0,33.2,186.5,0
M,298.91,308.23,1487.0,56.7,32.8,0
M,297.65,307.59,1447.0,53.86,56.6,1
M,299.02,310.37,1369.0,29.08,10.0,1
M,298.76,307.99,1441.0,43.32,165.2,0
L,300.35,310.44,1430.0,39.41,44.8,0
L,297.3,309.87,1598.0,31.53,175.8,0
L,297.62,307.44,1486.0,44.47,107.0,0
H,301.09,310.59,1441.0,45.23,199.8,1
L,297.28,308.83,1164.0,48.76,154.9,0
M,301.59,308.8,1533.0,36.79,218.9,0
H,296.55,306.67,1423.0,50.82,182.5,0
L,298.78,309.72,1297.0,36.14,96.1,1
L,296.08,304.73,1435.0,37.47,235.5,0
L,300.15,310.89,1656.0,28.76,68.7,0
M,298.44,308.79,1662.0,27.19,217.5,1
M,302.29,312.67,1729.0,41.91,195.1,1
H,297.4,307.49,1473.0,39.44,227.6,0
L,297.67,308.09,1473.0,46.21,32.3,1
M,298.29,307.54,1365.0,48.35,115.0,0
M,296.1,306.36,1524.0,17.57,56.7,0
L,300.69,312.31,1609.0,56.09,169.2,0
M,296.62,307.06,1713.0,46.16,241.8,1
L,297.51,308.92,1755.0,44.37,99.7,0
H,298.21,309.91,1508.0,52.43,121.9,0
L,295.8,305.18,1647.0,30.9,138.4,0
H,297.73,308.37,1520.0,34.34,244.6,1
L,297.77,308.62,1476.0,23.96,196.0,0
L,296.97,307.77,1729.0,57.1,117.3,1
H,297.84,308.92,1593.0,42.38,41.6,1
H,298.51,307.41,1532.0,39.12,2.7,0
L,298.84,309.76,1343.0,32.56,214.9,1
H,297.66,308.3,1375.0,46.01,173.0,1
M,297.4,306.81,1502.0,38.5,216.4,1
L,295.76,304.85,1619.0,51.17,176.2,0
H,298.95,309.1,1379.0,29.01,26.5,0
M,298.81,308.11,1486.0,33.87,96.6,0
L,295.04,306.55,1640.0,51.13,232.0,1
M,298.32,308.2,1448.0,54.26,117.2,0
H,296.4,307.16,1387.0,58.53,113.5,1
L,298.35,307.31,1528.0,37.16,163.1,0
L,294.14,301.86,1454.0,40.38,136.4,1
H,300.82,310.72,1374.0,47.1,193.5,0
L,294.3,304.85,1480.0,41.54,219.7,1
L,297.73,306.96,1267.0,42.27,25.8,0
H,298.61,308.86,1381.0,32.1,133.1,0
L,293.32,304.14,1412.0,32.35,198.8,0
M,294.9,304.47,1431.0,45.47,76.8,0
H,296.15,306.74,1434.0,44.74,55.6,0
L,297.34,308.61,1754.0,28.63,20.9,1
M,298.01,307.09,1787.0,33.6,11.2,1
H,300.84,311.6,1267.0,29.8,218.9,0
L,295.79,305.09,1370.0,55.96,194.0,1
M,298.37,308.49,1395.0,30.93,10.0,0
L,298.59,308.04,1509.0,34.04,134.6,0
M,298.06,308.47,1400.0,24.51,106.6,0
M,298.69,308.81,1241.0,55.99,68.4,1
L,300.07,312.49,1418.0,57.01,226.6,1
L,295.32,306.54,1541.0,44.72,21.0,0
L,298.99,311.1,1601.0,42.42,147.7,1
M,297.57,306.77,1260.0,45.69,231.2,1
M,293.86,301.92,1549.0,32.81,31.1,0
L,296.47,307.26,1549.0,49.86,165.8,0
L,296.2,304.93,1799.0,37.94,33.8,0
L,298.3,308.76,1381.0,31.74,188.5,0
L,298.96,307.96,1605.0,55.58,55.6,0
L,295.71,306.17,1406.0,55.1,21.8,0
H,298.78,308.72,1641.0,59.75,226.8,1
L,298.74,309.23,1356.0,33.83,161.1,1
L,297.07,305.99,1590.0,39.53,230.3,1
L,297.52,306.72,1533.0,64.61,120.7,1
L,299.41,309.26,1725.0,37.91,205.0,1
L,301.18,311.8,1594.0,57.3,171.4,1
L,301.62,309.92,1592.0,26.33,167.3,0
H,297.07,305.51,1471.0,44.53,193.6,0
L,300.57,312.18,1614.0,28.66,63.0,0
M,296.79,305.76,1531.0,43.09,224.3,0
M,298.86,307.85,1319.0,40.72,150.0,1
L,300.18,309.66,1657.0,42.37,80.4,0
M,303.59,313.12,1314.0,38.24,29.7,1
L,295.63,305.69,1455.0,50.35,124.5,0
L,297.89,309.74,1343.0,56.91,224.1,1
M,299.71,311.05,1583.0,40.84,16.2,0
M,296.63,307.54,1408.0,30.8,134.5,0
H,298.29,308.57,1526.0,39.45,137.5,0
M,297.37,306.96,1409.0,37.94,26.6,0
M,301.86,311.39,1406.0,36.91,45.6,1
M,296.92,305.6,1512.0,46.29,32.5,0
M,300.52,309.03,1539.0,24.27,163.2,0
L,297.8,307.78,1410.0,33.1,203.2,1
L,294.24,304.34,1663.0,34.49,69.3,0
L,298.17,306.94,1465.0,34.07,119.3,0
M,294.72,304.2,1715.0,48.56,222.9,1
L,301.33,313.77,1440.0,22.66,59.4,0
M,300.27,311.9,1381.0,28.44,124.8,0
M,296.99,307.52,1716.0,29.45,131.5,0
H,294.67,305.95,1457.0,34.95,41.5,1
L,301.11,312.19,1587.0,16.62,222.7,1
M,297.25,306.34,1368.0,12.98,234.0,1
L,299.34,310.0,1293.0,35.74,156.0,1
M,298.7,309.93,1427.0,50.41,232.9,1
M,299.22,309.16,1507.0,32.85,191.9,1
H,296.88,305.08,1326.0,25.91,239.4,0
H,303.6,312.9,1881.0,40.95,70.2,1
H,297.22,306.17,1536.0,55.56,151.6,0
H,295.87,306.36,1538.0,36.04,124.0,0
L,297.66,307.59,1568.0,34.93,174.2,0
L,299.14,308.58,1499.0,31.11,163.0,0
L,297.6,309.74,1501.0,45.8,70.5,0
H,297.15,307.62,1548.0,42.8,113.9,0
L,299.77,311.05,1583.0,46.95,127.2,0
L,300.58,310.65,1572.0,33.88,50.8,0
H,296.43,308.29,1512.0,44.3,85.0,0
L,294.63,304.96,1753.0,48.97,155.8,0
L,295.69,305.09,1695.0,61.32,122.6,0
L,295.6,305.05,1642.0,43.81,128.8,0
M,296.84,307.44,1450.0,44.62,217.2,1
L,297.95,307.25,1273.0,50.3,1.1,1
L,297.0,308.47,1308.0,44.04,233.1,0
L,300.65,309.9,1593.0,41.62,202.4,0
L,298.22,306.94,1562.0,28.94,77.3,0
L,296.65,304.41,1343.0,44.2,224.2,1
M,295.68,305.47,1625.0,27.36,29.8,1
L,300.7,311.19,1466.0,47.44,34.2,0
L,298.28,307.09,1672.0,33.61,111.4,0
L,302.0,311.78,1426.0,48.32,134.6,0
M,298.08,309.75,1628.0,46.12,175.9,0
L,299.01,309.18,1686.0,43.33,223.8,1
L,299.29,309.23,1499.0,30.41,65.8,0
H,300.93,311.78,1434.0,53.23,119.1,0
L,298.48,308.8,1525.0,40.12,173.7,0
L,302.13,311.85,1385.0,55.85,36.5,0
M,296.83,307.1,1938.0,43.03,2.9,1
L,296.63,306.56,1623.0,48.99,31.1,0
M,298.68,308.05,1668.0,25.93,223.0,1
H,301.91,311.14,1602.0,34.26,90.8,0
M,298.23,307.38,1508.0,41.1,147.7,0
L,296.03,305.7,1506.0,34.72,87.3,0
M,298.19,307.66,1540.0,35.26,176.2,0
M,300.02,311.53,1552.0,40.95,5.1,0
M,296.89,308.38,1655.0,39.08,173.8,0
M,297.4,306.01,1510.0,38.39,169.6,0
M,293.79,304.27,1377.0,36.5,226.6,0
L,293.87,302.53,1282.0,58.02,89.9,1
L,297.21,307.64,1418.0,43.64,240.2,0
H,295.66,306.32,1679.0,38.94,242.6,1
L,293.54,302.86,1530.0,33.91,124.3,0
H,298.45,306.97,1659.0,41.37,157.5,0
M,298.68,308.31,1548.0,40.79,159.4,0
L,299.22,308.39,1366.0,11.34,82.2,0
L,298.5,307.73,1189.0,54.14,27.6,0
L,299.38,310.7,1603.0,47.23,144.5,0
M,295.26,306.17,1840.0,34.15,153.7,0
M,299.77,308.27,1407.0,53.46,28.1,0
H,297.3,308.81,1388.0,19.03,0.7,0
H,298.2,308.32,1504.0,39.67,180.7,0
L,293.73,302.27,1318.0,48.48,142.5,0
L,300.1,309.62,1625.0,39.05,245.6,1
L,301.15,310.55,1402.0,33.09,84.1,0
H,297.09,307.93,1293.0,38.5,197.8,1
L,296.37,308.05,1520.0,38.23,185.5,0
M,297.34,309.48,1414.0,56.67,183.3,0
L,297.33,306.02,1637.0,38.86,10.7,0
L,298.96,310.24,1509.0,51.32,35.7,0
L,299.43,309.59,1627.0,35.22,80.9,0
M,303.22,312.57,1609.0,35.39,107.9,0
L,300.26,308.92,1478.0,26.18,16.1,0
H,296.33,305.56,1666.0,53.1,71.0,0
