inspection_id,asset_id,inspection_date,inspector,result,health_score,duration_min,cost_inr
I000417,A0017,2022-08-18,E. Rao,pass,83.3,64,3719
I000418,A0017,2022-09-22,L. Dsouza,pass,84.9,53,684
I000419,A0017,2022-12-11,S. Khan,pass,81.2,50,3213
I000420,A0017,2023-03-05,M. Iyer,fail,60.5,39,4925
I000421,A0017,2023-05-18,E. Rao,pass,76.5,49,3486
I000422,A0017,2023-06-03,E. Rao,pass,85.7,24,4461
I000423,A0017,2023-09-12,P. Singh,pass,80.3,31,1736
I000424,A0017,2023-09-15,M. Iyer,repair,72.6,49,5773
I000425,A0017,2023-10-13,S. Khan,pass,98.2,80,2412
I000426,A0017,2024-03-14,E. Rao,pass,79.5,38,3691
I000427,A0018,2022-01-24,P. Singh,repair,93.7,51,5687
I000428,A0018,2022-01-26,M. Iyer,pass,80.0,51,6928
I000429,A0018,2022-02-09,M. Iyer,pass,81.4,29,1188
I000430,A0018,2022-03-28,E. Rao,pass,89.4,31,4655
I000431,A0018,2022-05-06,S. Khan,pass,80.7,51,1056
I000432,A0018,2022-06-18,L. Dsouza,fail,61.9,34,1004
I000433,A0018,2022-06-22,S. Khan,pass,88.0,49,4792
I000434,A0018,2022-08-02,L. Dsouza,repair,89.1,38,6966
I000435,A0018,2022-09-04,P. Singh,fail,75.8,27,13173
I000436,A0018,2022-09-15,S. Khan,fail,64.8,58,1339
I000437,A0018,2022-10-29,E. Rao,pass,85.2,52,1830
I000438,A0018,2022-11-12,M. Iyer,pass,99.7,48,2429
I000439,A0018,2022-11-18,S. Khan,fail,53.7,51,2914
I000440,A0018,2022-12-18,S. Khan,fail,55.7,67,4736
I000441,A0018,2022-12-21,P. Singh,repair,81.3,47,8420
I000442,A0018,2022-12-27,L. Dsouza,pass,89.8,58,1215
I000443,A0018,2023-02-11,S. Khan,pass,89.0,61,2682
I000444,A0018,2023-02-14,E. Rao,pass,87.1,24,3034
I000445,A0018,2023-02-24,M. Iyer,fail,55.6,57,4083
I000446,A0018,2023-04-13,P. Singh,fail,54.3,66,5942
I000447,A0018,2023-05-20,E. Rao,repair,78.3,25,4948
I000448,A0018,2023-05-24,S. Khan,pass,84.9,48,2505
I000449,A0018,2023-05-24,P. Singh,pass,92.2,40,7925
I000450,A0018,2023-07-18,E. Rao,fail,62.2,18,9757
I000451,A0018,2023-07-25,S. Khan,pass,86.0,49,1347
I000452,A0018,2023-08-17,E. Rao,pass,75.6,31,1346
I000453,A0018,2023-10-12,M. Iyer,pass,68.7,56,7611
I000454,A0018,2023-10-14,E. Rao,pass,73.3,31,1299
I000455,A0018,2023-10-21,S. Khan,pass,83.8,57,3661
I000456,A0018,2023-11-22,S. Khan,pass,76.5,45,3862
I000457,A0018,2023-12-11,P. Singh,pass,60.2,39,1335
I000458,A0018,2024-01-22,E. Rao,fail,62.4,42,1083
I000459,A0018,2024-04-27,P. Singh,pass,81.6,22,2591
I000460,A0018,2024-04-28,E. Rao,repair,84.1,75,1753
I000461,A0019,2022-01-08,M. Iyer,pass,87.0,45,2544
I000462,A0019,2022-02-12,L. Dsouza,repair,81.3,50,602
I000463,A0019,2022-03-06,P. Singh,pass,90.2,52,5097
I000464,A0019,2022-03-26,S. Khan,pass,76.2,17,1688
I000465,A0019,2022-04-06,S. Khan,pass,77.7,67,4078
I000466,A0019,2022-05-08,S. Khan,pass,84.8,43,2246
I000467,A0019,2022-06-24,P. Singh,pass,69.9,50,6965
I000468,A0019,2022-09-11,P. Singh,pass,90.9,49,2353
I000469,A0019,2022-11-26,E. Rao,pass,83.8,32,2462
I000470,A0019,2022-12-30,P. Singh,pass,79.1,41,6596
I000471,A0019,2023-01-24,M. Iyer,pass,80.4,50,2371
I000472,A0019,2023-03-05,L. Dsouza,pass,86.2,37,1410
I000473,A0019,2023-04-10,L. Dsouza,pass,81.2,32,789
I000474,A0019,2023-04-11,P. Singh,fail,60.6,32,2139
I000475,A0019,2023-07-09,M. Iyer,repair,73.9,35,1675
I000476,A0019,2023-08-10,S. Khan,pass,75.7,38,5871
I000477,A0019,2023-08-25,P. Singh,pass,79.4,41,2250
I000478,A0019,2023-08-30,M. Iyer,pass,85.7,61,6199
I000479,A0019,2023-10-20,L. Dsouza,pass,100.0,36,4612
I000480,A0019,2023-10-26,M. Iyer,pass,79.5,39,2249
I000481,A0019,2023-11-05,L. Dsouza,fail,49.1,15,4510
I000482,A0019,2024-01-26,L. Dsouza,pass,80.5,50,7984
I000483,A0019,2024-02-11,S. Khan,pass,94.3,64,10116
I000484,A0019,2024-03-11,M. Iyer,fail,60.3,65,1524
I000485,A0020,2022-01-28,L. Dsouza,pass,79.2,18,2931
I000486,A0020,2022-04-03,M. Iyer,pass,94.7,46,4378
I000487,A0020,2022-08-18,E. Rao,fail,56.6,36,12084
I000488,A0020,2023-03-08,L. Dsouza,pass,91.2,30,2624
I000489,A0020,2023-03-30,P. Singh,pass,70.8,35,1415
I000490,A0020,2023-08-17,P. Singh,pass,81.6,48,881
I000491,A0020,2023-11-27,S. Khan,pass,92.2,56,5371
I000492,A0020,2023-12-29,M. Iyer,pass,80.6,29,2126
I000493,A0021,2022-02-13,M. Iyer,pass,83.5,66,4338
I000494,A0021,2022-02-28,S. Khan,fail,77.0,5,5184
I000495,A0021,2022-04-13,S. Khan,pass,95.3,60,2926
I000496,A0021,2022-04-28,P. Singh,pass,83.6,47,2715
I000497,A0021,2022-05-07,M. Iyer,pass,87.9,44,2844
I000498,A0021,2022-05-13,E. Rao,pass,88.7,26,6773
I000499,A0021,2022-05-19,E. Rao,pass,87.5,28,2228
I000500,A0021,2022-06-10,P. Singh,pass,79.0,16,2591
I000501,A0021,2022-06-14,P. Singh,pass,83.2,58,3945
I000502,A0021,2022-07-03,S. Khan,pass,98.5,34,1343
I000503,A0021,2022-09-08,S. Khan,pass,84.7,27,2668
I000504,A0021,2022-10-23,M. Iyer,pass,89.1,58,8084
I000505,A0021,2022-10-25,M. Iyer,pass,65.9,50,2402
I000506,A0021,2022-11-03,P. Singh,repair,92.3,20,1441
I000507,A0021,2022-11-04,P. Singh,fail,57.3,68,4482
I000508,A0021,2022-12-20,E. Rao,pass,79.1,30,6314
I000509,A0021,2023-01-07,S. Khan,pass,88.5,44,5460
I000510,A0021,2023-01-10,E. Rao,pass,100.0,50,2740
I000511,A0021,2023-01-19,M. Iyer,pass,83.9,51,5146
I000512,A0021,2023-03-02,M. Iyer,pass,87.7,38,9356
I000513,A0021,2023-04-07,L. Dsouza,fail,54.4,45,3178
I000514,A0021,2023-04-17,E. Rao,pass,73.5,43,568
I000515,A0021,2023-05-28,P. Singh,fail,60.1,31,4577
I000516,A0021,2023-07-07,S. Khan,pass,74.4,42,800
I000517,A0021,2023-07-08,P. Singh,pass,83.5,52,4304
I000518,A0021,2023-07-18,P. Singh,pass,75.1,30,4035
I000519,A0021,2023-08-09,P. Singh,repair,86.1,51,8355
I000520,A0021,2023-08-10,P. Singh,pass,79.9,47,5705
I000521,A0021,2023-11-02,P. Singh,pass,87.1,53,11107
I000522,A0021,2023-11-19,E. Rao,pass,80.5,60,3382
I000523,A0021,2023-12-22,L. Dsouza,pass,98.4,33,6492
I000524,A0021,2023-12-26,E. Rao,pass,86.2,45,1310
I000525,A0021,2024-01-10,E. Rao,pass,82.3,54,320
I000526,A0021,2024-01-11,S. Khan,pass,80.3,60,5440
I000527,A0021,2024-02-15,P. Singh,repair,87.5,51,2471
I000528,A0021,2024-04-28,S. Khan,pass,89.8,72,1566
I000529,A0022,2022-02-21,P. Singh,pass,80.4,33,1974
I000530,A0022,2022-03-12,S. Khan,repair,71.9,46,3050
I000531,A0022,2022-04-05,E. Rao,pass,88.4,43,5250
I000532,A0022,2022-04-09,E. Rao,pass,74.6,34,3491
I000533,A0022,2022-04-23,E. Rao,pass,76.2,46,4629
I000534,A0022,2022-04-24,L. Dsouza,pass,97.7,39,2850
I000535,A0022,2022-05-02,L. Dsouza,pass,84.2,51,394
I000536,A0022,2022-06-17,L. Dsouza,pass,85.8,55,6851
I000537,A0022,2022-08-03,M. Iyer,pass,82.5,17,2044
I000538,A0022,2022-08-04,E. Rao,pass,78.1,31,301
I000539,A0022,2022-08-31,E. Rao,fail,75.3,54,5977
I000540,A0022,2022-09-18,S. Khan,pass,92.5,45,3187
I000541,A0022,2022-11-11,P. Singh,pass,75.8,45,2302
I000542,A0022,2022-11-16,M. Iyer,fail,62.3,42,6927
I000543,A0022,2022-12-20,E. Rao,pass,85.6,38,7655
I000544,A0022,2022-12-21,L. Dsouza,pass,95.3,59,2176
I000545,A0022,2023-01-20,P. Singh,pass,77.2,37,1603
I000546,A0022,2023-01-23,P. Singh,pass,76.1,42,3579
I000547,A0022,2023-02-13,E. Rao,fail,58.3,46,746
I000548,A0022,2023-02-21,P. Singh,pass,76.1,43,5602
I000549,A0022,2023-03-17,L. Dsouza,fail,55.0,48,2426
I000550,A0022,2023-03-17,L. Dsouza,fail,76.7,43,5752
I000551,A0022,2023-03-30,L. Dsouza,fail,59.9,56,4663
I000552,A0022,2023-05-09,S. Khan,pass,89.4,53,1188
I000553,A0022,2023-07-07,E. Rao,pass,83.6,49,8499
I000554,A0022,2023-10-03,E. Rao,pass,84.5,50,3180
I000555,A0022,2023-11-21,S. Khan,pass,92.1,39,3269
I000556,A0022,2023-12-22,E. Rao,pass,69.9,28,780
I000557,A0022,2023-12-23,P. Singh,pass,83.1,32,8527
I000558,A0022,2023-12-23,S. Khan,pass,82.6,27,4783
I000559,A0022,2024-02-22,E. Rao,pass,83.8,38,7785
I000560,A0022,2024-02-26,M. Iyer,pass,80.6,22,5809
I000561,A0022,2024-03-09,P. Singh,pass,81.8,26,3727
I000562,A0022,2024-03-13,E. Rao,pass,100.0,34,1364
I000563,A0023,2022-01-30,E. Rao,pass,90.0,62,1882
I000564,A0023,2022-02-04,M. Iyer,pass,74.1,40,1981
I000565,A0023,2022-04-02,M. Iyer,pass,82.9,48,755
I000566,A0023,2022-06-12,S. Khan,repair,84.5,34,1715
I000567,A0023,2022-07-25,P. Singh,pass,84.8,58,4204
I000568,A0023,2022-08-29,L. Dsouza,fail,68.3,72,2139
I000569,A0023,2022-11-28,L. Dsouza,pass,90.7,43,2314
I000570,A0023,2023-01-13,S. Khan,pass,94.5,18,2122
I000571,A0023,2023-01-25,M. Iyer,repair,93.2,36,3859
I000572,A0023,2023-04-22,E. Rao,pass,96.2,48,3845
I000573,A0023,2023-07-23,M. Iyer,pass,82.1,6,8461
I000574,A0023,2023-08-28,L. Dsouza,pass,78.1,63,5550
I000575,A0023,2023-09-01,P. Singh,pass,75.1,50,7930
I000576,A0023,2023-12-10,S. Khan,pass,82.2,43,1999
I000577,A0023,2023-12-21,E. Rao,pass,89.7,35,4531
I000578,A0023,2024-01-18,L. Dsouza,pass,78.2,41,200
I000579,A0023,2024-03-10,E. Rao,pass,81.7,55,4692
I000580,A0023,2024-03-28,E. Rao,pass,89.4,52,3544
I000581,A0024,2022-05-02,M. Iyer,fail,57.4,45,2379
I000582,A0024,2022-05-07,L. Dsouza,repair,95.8,81,3848
I000583,A0024,2022-06-19,L. Dsouza,pass,88.7,20,200
I000584,A0024,2022-06-26,M. Iyer,repair,83.0,43,2522
I000585,A0024,2022-07-24,E. Rao,repair,82.0,24,3205
I000586,A0024,2022-11-12,P. Singh,repair,88.2,49,5079
I000587,A0024,2023-05-10,E. Rao,repair,90.4,60,3020
I000588,A0024,2023-07-20,S. Khan,fail,46.7,51,4300
I000589,A0024,2023-07-20,E. Rao,pass,94.3,60,1668
I000590,A0024,2023-07-28,M. Iyer,pass,99.6,53,7270
I000591,A0024,2023-10-21,L. Dsouza,repair,81.3,68,5468
I000592,A0024,2023-12-12,P. Singh,pass,81.3,47,1218
I000593,A0024,2024-03-11,M. Iyer,pass,86.1,11,745
I000594,A0025,2022-01-04,P. Singh,repair,95.2,48,4629
I000595,A0025,2022-01-20,M. Iyer,pass,95.7,18,6079
I000596,A0025,2022-02-04,L. Dsouza,pass,69.3,60,674
I000597,A0025,2022-02-05,E. Rao,pass,75.7,46,4362
I000598,A0025,2022-02-06,S. Khan,fail,63.4,40,3938
I000599,A0025,2022-02-23,P. Singh,pass,86.6,51,5424
I000600,A0025,2022-04-18,E. Rao,repair,63.3,53,4642
I000601,A0025,2022-06-03,P. Singh,pass,75.6,57,3298
I000602,A0025,2022-06-15,M. Iyer,pass,79.0,52,6965
I000603,A0025,2022-07-11,P. Singh,pass,81.8,41,3436
I000604,A0025,2022-07-30,M. Iyer,pass,82.0,51,1425
I000605,A0025,2022-08-14,S. Khan,pass,95.1,35,674
I000606,A0025,2022-08-28,P. Singh,pass,85.6,24,2268
I000607,A0025,2022-10-27,E. Rao,fail,52.4,65,4069
I000608,A0025,2022-11-06,L. Dsouza,pass,100.0,33,3351
I000609,A0025,2022-11-11,P. Singh,pass,86.0,36,1642
I000610,A0025,2022-12-19,S. Khan,pass,90.8,51,5226
I000611,A0025,2022-12-20,P. Singh,pass,95.8,29,3008
I000612,A0025,2022-12-23,E. Rao,pass,95.6,39,4869
I000613,A0025,2023-02-17,P. Singh,pass,84.3,44,1265
I000614,A0025,2023-02-26,P. Singh,pass,91.4,38,6006
I000615,A0025,2023-03-25,S. Khan,pass,81.2,43,9173
I000616,A0025,2023-03-28,P. Singh,pass,96.0,67,2030
I000617,A0025,2023-05-21,L. Dsouza,pass,74.0,44,1244
I000618,A0025,2023-06-18,S. Khan,pass,73.9,69,5110
I000619,A0025,2023-07-03,L. Dsouza,pass,87.1,54,5669
I000620,A0025,2023-07-05,L. Dsouza,repair,87.5,41,2843
I000621,A0025,2023-07-14,M. Iyer,pass,81.1,30,1995
I000622,A0025,2023-07-25,L. Dsouza,pass,95.1,50,6233
I000623,A0025,2023-08-27,L. Dsouza,pass,82.2,37,7609
I000624,A0025,2023-08-30,P. Singh,fail,63.2,58,7888
I000625,A0025,2023-08-31,P. Singh,pass,67.1,49,2764
I000626,A0025,2023-09-09,P. Singh,pass,97.4,30,2727
I000627,A0025,2023-09-10,M. Iyer,fail,59.1,26,2580
I000628,A0025,2023-11-24,L. Dsouza,repair,89.3,39,552
I000629,A0025,2024-03-21,P. Singh,fail,70.4,52,932
I000630,A0025,2024-04-01,L. Dsouza,repair,88.3,61,6014
I000631,A0025,2024-04-05,S. Khan,pass,83.3,38,3593
I000632,A0025,2024-04-13,M. Iyer,pass,80.0,21,1856
I000633,A0026,2022-01-01,M. Iyer,pass,73.1,46,5483
I000634,A0026,2022-02-13,L. Dsouza,pass,78.5,9,2384
I000635,A0026,2022-03-05,L. Dsouza,fail,50.4,28,5913
I000636,A0026,2022-03-21,S. Khan,pass,100.0,32,3159
I000637,A0026,2022-03-27,S. Khan,pass,68.1,25,7598
I000638,A0026,2022-04-10,P. Singh,pass,100.0,18,13744
I000639,A0026,2022-07-07,P. Singh,pass,90.6,65,1950
I000640,A0026,2022-08-12,M. Iyer,repair,71.9,25,9004
I000641,A0026,2022-08-21,L. Dsouza,pass,78.7,26,1908
I000642,A0026,2022-08-24,M. Iyer,pass,98.6,35,7823
I000643,A0026,2022-08-30,M. Iyer,pass,88.0,22,7808
I000644,A0026,2022-11-12,E. Rao,repair,87.8,57,3979
I000645,A0026,2023-01-02,M. Iyer,repair,82.3,36,4649
I000646,A0026,2023-01-08,L. Dsouza,pass,72.0,84,2674
I000647,A0026,2023-01-10,S. Khan,repair,88.6,54,2504
I000648,A0026,2023-02-06,P. Singh,repair,84.7,18,11008
I000649,A0026,2023-02-13,L. Dsouza,repair,82.8,10,11418
I000650,A0026,2023-02-14,M. Iyer,pass,87.3,37,4551
I000651,A0026,2023-02-25,M. Iyer,pass,91.4,30,886
I000652,A0026,2023-07-08,L. Dsouza,pass,80.9,32,1681
I000653,A0026,2023-07-10,M. Iyer,repair,80.1,47,4172
I000654,A0026,2023-08-10,M. Iyer,pass,75.1,56,3109
I000655,A0026,2023-08-12,S. Khan,repair,72.7,26,1092
I000656,A0026,2024-01-22,E. Rao,pass,87.1,53,833
I000657,A0026,2024-03-02,E. Rao,pass,94.6,42,10622
I000658,A0026,2024-03-28,P. Singh,pass,85.6,54,4171
I000659,A0027,2022-02-06,S. Khan,fail,54.1,69,6139
I000660,A0027,2022-02-18,E. Rao,pass,68.4,64,6115
I000661,A0027,2022-02-21,L. Dsouza,fail,63.2,37,4767
I000662,A0027,2022-03-12,P. Singh,fail,54.2,68,1145
I000663,A0027,2022-03-20,P. Singh,fail,57.9,54,6596
I000664,A0027,2022-03-23,S. Khan,pass,82.8,69,2481
I000665,A0027,2022-03-23,L. Dsouza,fail,65.4,65,6538
I000666,A0027,2022-04-02,S. Khan,pass,83.8,69,871
I000667,A0027,2022-04-05,E. Rao,pass,95.0,50,4973
I000668,A0027,2022-04-27,P. Singh,fail,56.0,52,1180
I000669,A0027,2022-05-13,L. Dsouza,repair,91.1,16,961
I000670,A0027,2022-05-19,L. Dsouza,pass,83.4,51,9144
I000671,A0027,2022-05-25,P. Singh,fail,60.4,33,7048
I000672,A0027,2022-05-26,L. Dsouza,pass,95.7,68,1051
I000673,A0027,2022-06-03,E. Rao,pass,90.9,52,3169
I000674,A0027,2022-07-20,L. Dsouza,pass,90.5,20,8302
I000675,A0027,2022-08-14,M. Iyer,pass,75.0,73,4178
I000676,A0027,2022-08-18,E. Rao,repair,93.5,43,6119
I000677,A0027,2022-11-07,M. Iyer,pass,90.7,21,2966
I000678,A0027,2022-12-24,P. Singh,repair,87.4,33,5077
I000679,A0027,2022-12-29,P. Singh,pass,90.2,56,6546
I000680,A0027,2023-04-07,P. Singh,fail,74.2,64,1744
I000681,A0027,2023-05-03,L. Dsouza,pass,87.3,60,5728
I000682,A0027,2023-05-12,E. Rao,pass,93.1,46,200
I000683,A0027,2023-07-18,E. Rao,pass,85.7,40,2536
I000684,A0027,2023-08-11,M. Iyer,pass,88.1,29,1465
I000685,A0027,2023-09-04,M. Iyer,pass,82.0,28,898
I000686,A0027,2023-09-15,L. Dsouza,pass,77.3,74,4536
I000687,A0027,2023-09-27,E. Rao,pass,88.3,44,2875
I000688,A0027,2023-10-22,L. Dsouza,pass,89.6,40,7826
I000689,A0027,2023-10-28,L. Dsouza,pass,80.4,57,10113
I000690,A0027,2023-11-25,S. Khan,pass,100.0,62,4486
I000691,A0027,2023-11-26,L. Dsouza,pass,80.3,40,3626
I000692,A0027,2023-11-30,L. Dsouza,pass,81.1,40,410
I000693,A0027,2024-01-14,P. Singh,fail,60.2,32,2036
I000694,A0027,2024-03-16,P. Singh,fail,54.7,24,1760
I000695,A0027,2024-03-18,P. Singh,pass,93.9,53,2672
I000696,A0028,2022-01-03,S. Khan,pass,91.2,31,2747
I000697,A0028,2022-08-23,M. Iyer,fail,60.2,36,2576
I000698,A0028,2022-11-24,S. Khan,pass,80.6,51,4579
I000699,A0028,2022-12-12,P. Singh,repair,94.3,32,1815
I000700,A0028,2023-01-29,E. Rao,pass,88.8,15,2308
I000701,A0028,2024-02-26,P. Singh,repair,100.0,38,4401
I000702,A0029,2022-01-25,P. Singh,pass,77.3,70,200
I000703,A0029,2022-02-07,S. Khan,repair,74.2,11,11204
I000704,A0029,2022-03-29,L. Dsouza,pass,72.1,47,5048
I000705,A0029,2022-07-07,L. Dsouza,pass,85.5,42,2013
I000706,A0029,2022-08-01,P. Singh,pass,80.7,40,2061
I000707,A0029,2022-09-03,L. Dsouza,pass,80.1,38,2917
I000708,A0029,2022-10-08,L. Dsouza,pass,87.4,39,4478
I000709,A0029,2023-01-28,E. Rao,pass,79.9,53,1533
I000710,A0029,2023-03-09,E. Rao,pass,82.3,43,1209
I000711,A0029,2023-05-02,P. Singh,pass,93.4,29,6436
I000712,A0029,2023-08-16,P. Singh,pass,81.1,81,764
I000713,A0029,2023-09-02,L. Dsouza,pass,85.6,21,5091
I000714,A0029,2024-02-07,L. Dsouza,pass,82.7,36,7806
I000715,A0029,2024-02-23,S. Khan,pass,75.3,52,3171
I000716,A0029,2024-04-11,S. Khan,repair,93.6,67,931
I000717,A0030,2022-02-20,E. Rao,pass,100.0,59,1002
I000718,A0030,2022-04-24,L. Dsouza,repair,96.8,26,3875
I000719,A0030,2022-05-02,M. Iyer,pass,81.6,74,543
I000720,A0030,2022-05-24,P. Singh,fail,49.4,23,3939
I000721,A0030,2022-12-12,S. Khan,fail,56.0,54,2942
I000722,A0030,2023-01-28,P. Singh,pass,78.5,54,4664
I000723,A0030,2023-04-02,P. Singh,pass,79.9,47,4309
I000724,A0030,2023-05-20,M. Iyer,pass,80.8,30,1081
I000725,A0030,2023-05-21,P. Singh,pass,73.5,40,5100
I000726,A0031,2022-01-03,L. Dsouza,pass,84.1,18,1974
I000727,A0031,2022-01-26,P. Singh,pass,78.2,37,2144
I000728,A0031,2022-02-13,E. Rao,pass,70.6,43,6529
I000729,A0031,2022-02-25,S. Khan,pass,86.0,36,352
I000730,A0031,2022-03-29,M. Iyer,pass,91.0,67,4801
I000731,A0031,2022-05-14,M. Iyer,pass,86.3,64,5017
I000732,A0031,2022-06-09,M. Iyer,repair,87.4,61,1986
I000733,A0031,2022-06-13,E. Rao,pass,92.9,44,3801
I000734,A0031,2022-06-18,L. Dsouza,pass,92.4,33,3896
I000735,A0031,2022-07-26,E. Rao,pass,91.0,48,1649
I000736,A0031,2022-07-26,L. Dsouza,pass,93.3,48,2971
I000737,A0031,2022-08-05,L. Dsouza,pass,76.2,50,2673
I000738,A0031,2022-08-10,S. Khan,pass,79.1,14,3825
I000739,A0031,2022-08-14,P. Singh,pass,86.2,46,2943
I000740,A0031,2022-08-15,E. Rao,repair,87.0,57,2127
I000741,A0031,2022-10-11,E. Rao,pass,87.7,54,10427
I000742,A0031,2022-11-30,M. Iyer,pass,91.0,61,580
I000743,A0031,2023-01-18,L. Dsouza,pass,70.6,26,2377
I000744,A0031,2023-01-28,L. Dsouza,pass,85.5,30,1295
I000745,A0031,2023-02-02,P. Singh,pass,95.8,27,5833
I000746,A0031,2023-02-04,S. Khan,pass,84.9,36,3177
I000747,A0031,2023-02-04,M. Iyer,pass,71.9,49,3079
I000748,A0031,2023-04-20,E. Rao,pass,85.3,43,2707
I000749,A0031,2023-04-22,S. Khan,pass,93.8,25,9971
I000750,A0031,2023-04-27,L. Dsouza,pass,83.0,53,672
I000751,A0031,2023-05-02,P. Singh,pass,65.5,44,977
I000752,A0031,2023-05-22,S. Khan,pass,81.3,42,2523
I000753,A0031,2023-06-26,P. Singh,fail,65.1,31,3164
I000754,A0031,2023-08-07,E. Rao,pass,84.8,25,3254
I000755,A0031,2023-08-09,M. Iyer,pass,82.9,45,10951
I000756,A0031,2023-09-07,L. Dsouza,pass,93.5,41,4049
I000757,A0031,2023-09-24,M. Iyer,repair,77.3,58,2935
I000758,A0031,2023-10-09,M. Iyer,pass,79.5,53,6688
I000759,A0031,2023-10-18,L. Dsouza,pass,79.7,37,2914
I000760,A0031,2023-11-21,P. Singh,pass,91.6,55,2746
I000761,A0031,2024-01-19,S. Khan,pass,72.7,29,600
I000762,A0031,2024-02-19,L. Dsouza,pass,85.7,71,4995
I000763,A0032,2022-04-04,P. Singh,pass,94.0,25,5313
I000764,A0032,2022-06-16,E. Rao,pass,79.6,36,6397
I000765,A0032,2022-06-18,P. Singh,pass,76.9,48,726
I000766,A0032,2022-06-27,M. Iyer,fail,64.2,69,1839
I000767,A0032,2022-06-28,E. Rao,pass,87.9,50,664
I000768,A0032,2022-07-06,E. Rao,pass,88.7,49,8910
I000769,A0032,2022-08-14,M. Iyer,pass,89.0,66,1401
I000770,A0032,2022-10-19,E. Rao,pass,85.7,38,5392
I000771,A0032,2022-10-28,L. Dsouza,fail,57.7,59,4758
I000772,A0032,2023-01-01,M. Iyer,repair,83.9,49,5363
I000773,A0032,2023-01-18,E. Rao,pass,94.4,53,200
I000774,A0032,2023-03-15,E. Rao,pass,72.9,49,4730
I000775,A0032,2023-03-19,S. Khan,pass,81.4,60,1211
I000776,A0032,2023-05-04,L. Dsouza,pass,83.8,54,2133
I000777,A0032,2023-05-14,M. Iyer,pass,91.8,58,1648
I000778,A0032,2023-10-03,L. Dsouza,pass,93.6,42,740
I000779,A0032,2023-10-20,L. Dsouza,pass,82.6,29,721
I000780,A0032,2023-10-30,L. Dsouza,pass,82.8,32,2535
I000781,A0032,2023-12-15,S. Khan,pass,77.1,37,3641
I000782,A0032,2024-03-09,S. Khan,pass,92.4,50,11543
I000783,A0032,2024-03-23,S. Khan,pass,87.7,22,4641
I000784,A0032,2024-04-16,E. Rao,pass,80.4,48,5636
I000785,A0033,2022-01-25,S. Khan,pass,86.5,40,2719
I000786,A0033,2022-02-08,S. Khan,pass,74.7,21,4815
I000787,A0033,2022-04-06,L. Dsouza,pass,91.6,68,5225
I000788,A0033,2022-08-29,S. Khan,pass,85.3,55,3938
I000789,A0033,2022-09-02,E. Rao,repair,74.2,36,1424
I000790,A0033,2022-09-04,M. Iyer,pass,65.3,40,1451
I000791,A0033,2022-09-20,E. Rao,repair,91.3,45,1927
I000792,A0033,2022-09-27,E. Rao,pass,79.9,95,3163
I000793,A0033,2022-10-26,M. Iyer,pass,97.2,35,2308
I000794,A0033,2023-02-09,S. Khan,pass,71.9,45,4672
I000795,A0033,2023-02-24,L. Dsouza,pass,63.0,63,2224
I000796,A0033,2023-03-13,S. Khan,pass,93.0,21,7554
I000797,A0033,2023-03-17,P. Singh,repair,78.8,74,1003
I000798,A0033,2023-04-13,P. Singh,pass,82.8,39,4568
I000799,A0033,2023-08-13,S. Khan,pass,72.7,46,14014
I000800,A0033,2023-09-18,P. Singh,repair,89.6,45,3436
I000801,A0033,2023-10-25,M. Iyer,repair,71.1,30,2175
I000802,A0033,2023-11-22,L. Dsouza,pass,70.8,62,3755
I000803,A0033,2023-12-11,P. Singh,pass,97.1,46,1093
I000804,A0033,2024-02-07,L. Dsouza,repair,88.3,33,4303
I000805,A0034,2022-03-16,M. Iyer,pass,82.7,17,2201
I000806,A0034,2022-03-21,M. Iyer,pass,72.0,43,2263
I000807,A0034,2022-06-01,M. Iyer,pass,90.1,28,7913
I000808,A0034,2022-06-05,S. Khan,repair,100.0,26,4342
I000809,A0034,2022-06-08,E. Rao,fail,68.9,32,2144
I000810,A0034,2022-06-18,S. Khan,pass,84.2,70,6006
I000811,A0034,2022-07-03,P. Singh,pass,86.4,52,4204
I000812,A0034,2022-08-02,M. Iyer,pass,75.8,68,9950
I000813,A0034,2022-08-21,M. Iyer,pass,93.1,16,3811
I000814,A0034,2022-08-30,S. Khan,pass,58.6,52,5580
I000815,A0034,2022-08-31,E. Rao,pass,91.3,37,6047
I000816,A0034,2022-09-08,M. Iyer,pass,77.6,60,1888
I000817,A0034,2022-12-25,S. Khan,pass,83.9,36,221
I000818,A0034,2023-01-06,E. Rao,pass,81.3,31,13768
I000819,A0034,2023-02-13,S. Khan,repair,81.5,53,209
I000820,A0034,2023-04-02,L. Dsouza,fail,73.0,14,2593
I000821,A0034,2023-05-16,P. Singh,pass,99.3,57,1142
I000822,A0034,2023-06-01,M. Iyer,pass,87.7,28,1862
I000823,A0034,2023-06-14,M. Iyer,pass,85.3,41,521
I000824,A0034,2023-06-15,L. Dsouza,pass,76.0,43,2382
I000825,A0034,2023-06-24,L. Dsouza,pass,87.9,40,5522
I000826,A0034,2023-07-27,L. Dsouza,pass,84.9,47,1001
I000827,A0034,2023-08-01,E. Rao,pass,80.7,49,4563
I000828,A0034,2023-10-04,P. Singh,pass,93.8,56,373
I000829,A0034,2023-10-26,S. Khan,pass,87.7,29,6115
I000830,A0034,2023-11-09,P. Singh,pass,99.8,36,1211
I000831,A0034,2023-12-26,P. Singh,pass,82.5,58,1505
I000832,A0034,2024-01-02,L. Dsouza,pass,77.5,53,1965
