current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
186.8,24.05,5.7,4.88,0.788,15.4,0.26,12.0,Stainless,0
190.1,21.95,9.17,4.88,0.455,11.6,2.89,3.0,Carbon,1
113.8,24.54,7.68,3.71,0.364,14.4,1.01,8.0,Carbon,0
209.7,24.98,8.44,6.99,0.621,19.9,1.06,12.0,Carbon,0
215.6,23.96,7.49,5.76,0.69,13.2,0.88,10.0,Carbon,0
238.4,24.8,6.97,6.92,0.848,18.2,0.15,16.0,Carbon,0
188.3,24.44,8.39,5.77,0.549,18.9,0.47,6.0,Aluminum,0
193.3,23.34,8.2,5.4,0.55,16.9,0.59,12.0,Stainless,0
248.3,24.69,10.45,7.06,0.587,22.3,0.22,8.0,Aluminum,0
130.0,20.86,9.74,3.51,0.278,17.3,0.35,6.0,Carbon,0
188.4,23.75,9.36,5.46,0.478,15.2,0.71,5.0,Carbon,0
207.8,23.72,7.55,6.55,0.653,18.2,0.38,10.0,Carbon,0
198.2,24.92,7.54,6.08,0.655,18.5,0.96,12.0,Stainless,0
157.6,22.55,3.93,4.6,0.903,22.1,2.19,6.0,Stainless,0
189.5,24.54,9.97,5.59,0.467,16.7,1.27,8.0,Carbon,0
228.4,23.78,6.8,6.3,0.798,16.8,1.34,10.0,Carbon,0
239.5,23.2,6.42,6.68,0.865,20.7,0.57,3.0,Stainless,0
188.1,24.66,4.89,5.89,0.948,16.9,0.44,5.0,Carbon,0
222.5,23.73,9.99,6.29,0.528,17.6,0.43,8.0,Carbon,1
143.7,21.48,9.85,3.35,0.313,14.4,0.94,10.0,Carbon,1
194.7,24.18,5.6,6.0,0.84,17.6,1.09,5.0,Carbon,0
211.9,25.89,8.05,5.39,0.682,15.2,1.29,3.0,Stainless,0
171.4,22.31,8.7,6.02,0.439,19.4,0.74,16.0,Carbon,0
176.2,23.39,7.73,3.43,0.533,20.8,1.09,16.0,Aluminum,0
187.8,25.2,9.67,5.91,0.489,19.9,0.35,8.0,Carbon,0
211.1,24.56,6.84,5.7,0.758,9.9,0.86,8.0,Carbon,1
181.5,23.45,6.77,4.85,0.629,20.3,0.3,6.0,Carbon,0
177.9,22.53,6.46,4.66,0.621,19.5,0.15,10.0,Carbon,0
179.7,24.61,8.64,5.26,0.512,8.6,0.41,10.0,Carbon,0
171.0,23.42,7.07,6.05,0.566,16.0,1.05,8.0,Stainless,1
165.9,22.73,9.09,5.51,0.415,15.7,2.29,10.0,Carbon,1
241.0,28.1,6.82,7.42,0.993,14.4,0.32,6.0,Stainless,0
184.0,22.32,6.9,5.33,0.595,17.2,0.7,3.0,Carbon,0
197.8,25.79,5.99,6.93,0.851,13.0,0.23,5.0,Carbon,0
149.9,24.27,12.15,3.24,0.299,14.9,0.41,8.0,Stainless,0
196.4,25.49,7.45,6.75,0.672,12.8,0.5,8.0,Stainless,0
150.3,22.19,11.84,4.3,0.282,16.3,0.46,5.0,Carbon,0
182.1,21.81,8.24,5.62,0.482,12.6,0.3,10.0,Carbon,1
218.1,25.55,8.98,6.05,0.621,12.6,0.38,10.0,Carbon,1
191.5,23.13,4.94,5.57,0.897,13.0,0.21,6.0,Carbon,0
246.2,25.68,8.24,7.66,0.767,19.6,0.25,5.0,Carbon,0
234.2,23.5,11.64,6.48,0.473,19.3,2.71,5.0,Carbon,1
168.1,23.37,3.51,5.53,1.118,14.9,0.39,16.0,Carbon,0
268.7,23.52,10.96,9.13,0.577,11.8,1.06,8.0,Carbon,0
166.2,23.77,6.61,4.59,0.598,18.2,0.69,12.0,Carbon,0
215.4,25.72,11.11,5.31,0.499,14.0,0.49,10.0,Carbon,0
212.6,22.38,3.0,5.1,1.586,15.1,0.17,16.0,Aluminum,0
180.1,25.37,7.71,5.7,0.593,18.1,0.71,3.0,Carbon,1
203.1,22.39,8.72,6.25,0.521,18.3,2.19,3.0,Stainless,0
214.4,23.98,7.46,6.1,0.689,21.7,0.34,6.0,Stainless,0
185.2,24.33,7.4,5.27,0.609,15.9,1.11,5.0,Carbon,0
174.1,23.63,4.05,4.51,1.016,19.5,0.8,16.0,Carbon,0
170.8,20.97,6.01,5.21,0.596,12.9,2.45,6.0,Stainless,1
189.6,23.85,7.38,6.37,0.613,18.4,0.84,3.0,Carbon,0
269.6,27.41,9.19,8.32,0.804,15.3,0.28,10.0,Carbon,0
214.4,23.27,6.59,6.59,0.757,15.8,1.15,5.0,Carbon,0
204.8,24.83,6.43,6.72,0.791,15.7,0.36,8.0,Carbon,0
206.4,21.63,6.79,6.42,0.657,13.3,0.79,12.0,Stainless,0
198.6,25.55,10.56,5.68,0.48,12.0,0.37,3.0,Carbon,1
192.5,22.64,7.57,5.38,0.575,16.9,0.08,5.0,Aluminum,0
219.4,25.37,14.72,7.53,0.378,12.4,1.53,12.0,Carbon,0
182.9,21.67,8.2,5.96,0.484,13.8,0.44,8.0,Aluminum,1
163.1,24.76,11.86,4.68,0.34,13.0,0.56,3.0,Stainless,1
161.5,24.58,6.39,4.94,0.621,17.6,0.75,16.0,Carbon,1
227.1,24.73,6.29,7.55,0.893,16.4,0.1,5.0,Carbon,0
173.2,22.06,8.3,4.48,0.46,17.8,0.4,12.0,Aluminum,1
158.3,22.67,5.71,5.01,0.629,16.9,0.81,3.0,Stainless,0
183.0,21.21,8.4,5.99,0.462,17.0,0.17,16.0,Carbon,0
188.6,24.07,7.91,5.83,0.574,19.6,0.3,8.0,Carbon,0
90.0,20.88,9.15,3.65,0.205,16.7,0.5,6.0,Carbon,0
205.2,24.18,7.46,6.09,0.666,16.1,0.44,10.0,Carbon,0
196.2,22.49,11.01,5.73,0.401,12.1,0.32,8.0,Stainless,0
187.5,23.1,6.0,5.19,0.722,12.9,0.73,12.0,Carbon,0
206.8,24.51,10.92,6.25,0.464,17.0,0.31,10.0,Carbon,0
105.3,21.64,6.79,3.17,0.335,15.0,0.78,3.0,Carbon,0
181.3,23.33,5.81,4.79,0.729,18.8,0.41,8.0,Carbon,0
164.3,22.63,9.54,5.23,0.39,12.0,0.43,8.0,Stainless,0
200.4,23.41,7.13,6.14,0.658,18.9,0.45,10.0,Carbon,0
203.2,24.78,8.18,5.56,0.615,7.1,0.23,16.0,Carbon,1
183.7,25.0,7.6,5.15,0.605,15.4,1.24,5.0,Aluminum,1
155.3,20.9,6.61,4.15,0.491,18.0,0.26,5.0,Carbon,0
217.6,24.32,10.06,5.99,0.526,19.6,1.09,5.0,Stainless,0
176.0,25.37,7.14,5.3,0.625,16.0,1.53,5.0,Stainless,1
231.3,24.77,8.78,7.04,0.652,14.8,0.49,10.0,Carbon,0
173.5,23.06,10.58,5.24,0.378,15.7,0.62,3.0,Carbon,0
166.0,22.78,9.37,5.2,0.404,14.7,0.35,16.0,Carbon,0
172.4,22.56,8.34,4.84,0.466,18.3,0.91,10.0,Aluminum,1
183.6,25.21,5.14,5.16,0.9,17.6,0.24,10.0,Stainless,0
222.4,25.05,9.69,6.25,0.575,14.0,1.23,10.0,Stainless,1
286.2,26.99,8.25,9.17,0.936,10.2,0.4,12.0,Carbon,0
181.0,21.89,8.01,4.79,0.495,17.8,0.67,12.0,Carbon,0
188.9,22.07,9.62,5.21,0.434,21.0,0.39,3.0,Carbon,0
206.0,23.9,6.36,5.96,0.774,18.2,0.21,5.0,Carbon,0
159.9,22.46,7.57,4.95,0.474,18.1,2.17,5.0,Carbon,1
186.3,23.93,10.33,5.99,0.432,14.6,0.92,3.0,Carbon,0
174.5,23.72,11.03,4.92,0.375,14.0,0.86,10.0,Carbon,0
165.2,22.06,10.49,4.95,0.347,20.1,0.34,3.0,Stainless,0
233.8,24.16,5.53,7.23,1.021,18.2,0.55,16.0,Stainless,0
198.9,22.97,7.83,5.93,0.584,18.7,0.55,3.0,Carbon,0
237.1,25.78,8.31,7.09,0.735,18.1,0.91,12.0,Carbon,0
134.4,21.52,9.09,3.98,0.318,13.0,0.51,16.0,Stainless,1
192.1,25.64,8.39,5.28,0.587,9.6,0.28,5.0,Stainless,1
233.1,24.56,9.38,6.48,0.61,14.0,0.02,16.0,Stainless,1
175.8,23.02,5.18,5.49,0.781,13.6,1.6,12.0,Carbon,0
158.6,22.3,7.57,4.23,0.467,12.9,1.36,10.0,Carbon,1
150.9,22.69,7.22,4.06,0.474,18.5,0.64,5.0,Carbon,0
140.0,18.91,8.07,4.2,0.328,13.4,0.65,6.0,Carbon,0
169.1,24.48,10.75,5.54,0.385,13.8,0.35,5.0,Aluminum,1
174.9,24.56,8.94,5.89,0.481,15.9,0.15,3.0,Stainless,0
229.0,25.92,7.89,6.75,0.752,8.8,0.08,12.0,Stainless,0
224.9,25.27,6.92,6.43,0.821,20.3,0.69,5.0,Carbon,0
176.6,24.06,8.24,5.56,0.515,15.8,1.07,10.0,Aluminum,1
154.8,21.74,4.42,4.05,0.762,18.8,2.17,16.0,Stainless,0
188.2,24.34,8.04,4.84,0.57,14.8,0.58,10.0,Aluminum,1
196.3,22.56,8.42,5.97,0.526,15.5,0.24,12.0,Carbon,1
201.2,25.99,8.92,5.13,0.586,13.3,1.44,6.0,Carbon,1
223.1,26.75,6.42,6.55,0.929,15.7,0.71,6.0,Carbon,0
215.0,25.31,8.68,6.79,0.627,15.0,0.55,5.0,Stainless,0
193.7,21.45,5.97,5.95,0.696,22.8,0.35,6.0,Carbon,1
209.6,21.64,5.08,6.7,0.893,12.6,0.47,5.0,Carbon,0
191.6,22.33,5.32,6.13,0.804,12.7,1.56,3.0,Carbon,0
164.6,21.95,11.56,5.45,0.313,19.1,1.08,12.0,Aluminum,1
260.1,24.82,9.19,7.95,0.703,16.4,0.11,3.0,Stainless,0
233.1,25.16,11.39,7.4,0.515,14.7,1.34,8.0,Carbon,0
221.4,23.54,10.44,6.75,0.499,21.1,0.12,10.0,Stainless,0
225.3,23.88,6.69,6.56,0.804,16.4,0.54,12.0,Stainless,0
172.7,24.39,5.54,5.39,0.76,18.3,1.37,6.0,Carbon,0
253.5,26.2,10.36,7.62,0.641,17.3,0.34,10.0,Carbon,0
225.2,25.1,8.37,6.32,0.675,18.5,1.6,10.0,Carbon,0
168.3,21.54,7.84,5.39,0.462,17.3,0.8,5.0,Carbon,1
222.7,25.27,8.16,5.91,0.69,17.4,0.5,8.0,Carbon,0
186.5,22.97,8.43,4.8,0.508,15.2,0.93,6.0,Carbon,0
238.0,25.58,7.16,8.11,0.85,12.1,1.58,6.0,Carbon,1
218.9,23.52,8.6,6.1,0.598,19.8,1.21,12.0,Aluminum,1
198.1,24.49,8.81,6.1,0.551,21.9,0.55,3.0,Aluminum,0
152.7,24.41,7.7,4.27,0.484,19.7,0.42,8.0,Aluminum,1
162.5,22.23,5.76,3.46,0.627,18.1,1.18,6.0,Stainless,1
222.4,26.36,8.96,7.55,0.655,18.8,0.68,8.0,Carbon,1
152.9,23.61,7.87,4.32,0.459,20.5,0.91,6.0,Aluminum,1
158.7,24.54,3.0,5.04,1.298,18.8,0.45,6.0,Carbon,1
169.6,23.64,8.81,4.76,0.455,14.5,0.4,3.0,Carbon,1
204.7,23.87,8.99,6.42,0.543,12.4,0.64,12.0,Aluminum,1
225.6,24.58,9.35,7.13,0.593,15.9,1.65,8.0,Carbon,1
221.1,26.27,7.91,6.36,0.734,16.9,0.2,12.0,Carbon,0
186.9,21.98,6.23,6.12,0.66,14.7,1.11,3.0,Aluminum,0
173.5,25.93,8.32,4.76,0.541,16.1,0.33,3.0,Stainless,0
250.4,25.29,8.98,7.27,0.706,21.9,0.42,5.0,Stainless,0
112.7,22.51,6.37,2.36,0.398,13.9,0.34,3.0,Aluminum,1
180.4,23.65,9.97,3.97,0.428,10.4,1.71,5.0,Carbon,0
152.9,23.85,5.95,4.06,0.613,19.9,0.09,8.0,Carbon,0
136.8,23.69,4.32,4.07,0.75,12.3,0.87,10.0,Carbon,0
204.2,25.35,11.07,5.79,0.467,14.7,1.76,3.0,Carbon,1
176.4,24.08,7.65,4.47,0.556,15.6,1.14,6.0,Carbon,0
214.3,25.61,7.76,5.81,0.707,14.2,0.65,8.0,Stainless,0
177.2,23.71,8.58,5.38,0.489,17.9,0.56,5.0,Aluminum,0
148.8,22.08,5.09,3.88,0.646,12.4,0.57,6.0,Carbon,0
226.8,25.29,8.39,5.69,0.683,16.3,1.19,16.0,Stainless,1
209.1,25.0,6.99,6.18,0.748,20.2,1.61,8.0,Carbon,0
178.2,24.15,4.49,5.36,0.959,17.2,0.16,3.0,Aluminum,0
191.6,24.35,8.29,5.06,0.563,18.7,1.19,6.0,Aluminum,0
175.2,22.3,8.97,5.53,0.436,17.2,0.54,5.0,Carbon,1
196.5,22.77,7.0,6.25,0.639,18.0,0.13,5.0,Carbon,0
251.4,24.92,5.97,7.22,1.05,16.8,0.23,3.0,Aluminum,0
176.9,24.25,13.34,6.53,0.321,17.1,0.63,3.0,Carbon,0
223.5,24.97,3.77,5.59,1.48,21.8,1.49,10.0,Aluminum,0
162.1,24.3,6.15,5.05,0.641,17.3,0.98,10.0,Stainless,1
240.4,26.29,11.07,7.34,0.571,18.8,0.48,6.0,Aluminum,0
137.8,21.88,8.6,2.8,0.351,18.3,0.34,3.0,Stainless,0
146.4,22.38,8.43,3.85,0.389,15.8,0.44,3.0,Carbon,0
164.1,23.06,9.47,4.53,0.399,16.0,1.29,10.0,Aluminum,0
200.9,24.07,10.51,5.95,0.46,15.7,0.3,16.0,Carbon,0
227.8,26.38,6.48,6.68,0.927,15.8,2.01,16.0,Carbon,0
255.4,25.66,5.09,7.9,1.287,14.4,0.37,8.0,Carbon,0
210.1,21.79,11.13,7.0,0.411,12.1,0.24,16.0,Aluminum,1
205.5,26.18,9.36,6.49,0.575,11.4,0.41,12.0,Stainless,1
240.4,24.26,9.21,6.73,0.634,15.5,0.35,6.0,Carbon,0
225.7,23.38,11.97,6.47,0.441,13.7,0.82,8.0,Carbon,1
259.5,25.22,6.56,8.26,0.998,10.8,3.17,8.0,Carbon,1
200.7,23.06,13.85,6.09,0.334,10.5,0.68,16.0,Stainless,1
196.0,22.25,6.79,3.98,0.642,16.8,0.39,5.0,Stainless,0
232.2,25.75,4.24,5.92,1.41,16.8,0.81,3.0,Carbon,0
202.2,22.23,8.58,6.2,0.524,16.2,1.59,8.0,Carbon,0
177.1,25.02,6.73,4.89,0.658,12.3,1.2,6.0,Stainless,1
167.4,23.48,9.73,3.98,0.404,11.2,0.54,6.0,Aluminum,1
236.1,24.61,5.36,7.57,1.083,18.5,0.28,12.0,Carbon,0
121.9,22.62,4.99,3.51,0.553,13.1,1.17,12.0,Carbon,0
156.7,22.7,4.67,4.05,0.761,16.3,1.32,8.0,Carbon,1
177.0,22.57,5.44,4.78,0.734,16.5,1.18,5.0,Stainless,0
162.6,23.8,11.22,5.03,0.345,17.6,0.57,12.0,Carbon,1
194.4,25.7,11.86,5.25,0.421,13.3,0.33,5.0,Stainless,0
233.8,27.06,9.29,6.38,0.681,12.6,1.09,6.0,Carbon,0
178.7,26.41,6.21,5.03,0.76,18.8,0.89,3.0,Stainless,0
171.1,23.59,9.19,4.07,0.44,15.8,0.6,10.0,Carbon,0
180.6,21.39,7.3,5.58,0.529,19.7,0.5,3.0,Carbon,1
210.8,24.24,9.11,7.12,0.561,17.1,0.16,12.0,Stainless,0
145.0,23.39,12.08,4.4,0.281,13.8,0.17,10.0,Stainless,0
198.5,22.96,7.35,4.74,0.62,17.7,1.14,10.0,Carbon,0
187.9,24.79,5.02,6.04,0.927,14.9,0.42,6.0,Carbon,0
199.4,25.78,7.36,5.6,0.698,15.1,0.23,5.0,Aluminum,0
216.6,24.7,8.79,5.87,0.609,16.6,1.27,16.0,Carbon,1
209.7,23.83,9.9,6.08,0.505,18.2,1.03,16.0,Aluminum,1
186.6,23.56,12.62,6.04,0.348,17.3,0.21,16.0,Carbon,0
236.1,24.8,4.96,7.42,1.18,21.6,1.88,8.0,Carbon,1
186.1,23.34,13.09,5.84,0.332,17.0,0.23,5.0,Carbon,1
158.0,23.09,7.17,4.89,0.509,13.1,1.06,3.0,Carbon,1
185.8,25.65,8.18,4.66,0.583,20.8,0.32,10.0,Stainless,0
177.0,21.56,11.82,4.45,0.323,12.9,0.36,6.0,Stainless,0
209.1,23.17,5.72,7.76,0.846,15.3,0.77,8.0,Stainless,1
240.7,24.27,7.62,6.56,0.766,18.5,0.2,6.0,Carbon,0
153.4,22.36,9.11,4.56,0.376,13.9,0.48,3.0,Stainless,0
188.3,23.35,12.17,5.43,0.361,14.3,0.77,16.0,Aluminum,0
171.7,21.72,4.4,4.96,0.848,17.8,0.7,12.0,Aluminum,1
240.1,25.09,6.05,6.94,0.996,17.9,0.46,6.0,Carbon,0
186.3,23.63,12.29,5.26,0.358,17.8,0.73,6.0,Carbon,0
178.2,21.73,6.99,5.58,0.554,10.1,0.48,8.0,Carbon,1
193.9,22.38,11.16,6.59,0.389,17.7,0.49,3.0,Stainless,1
231.6,26.13,5.21,7.41,1.163,13.7,0.49,16.0,Stainless,1
171.0,23.73,9.15,4.59,0.444,18.3,1.62,8.0,Carbon,0
142.7,21.31,6.54,4.35,0.465,20.6,0.33,5.0,Carbon,0
142.9,21.05,8.58,5.27,0.351,13.7,0.19,5.0,Stainless,0
124.7,22.17,4.51,3.26,0.613,18.2,0.86,12.0,Aluminum,0
187.3,22.93,9.54,5.51,0.45,20.2,0.42,12.0,Aluminum,0
251.7,25.8,8.35,7.0,0.778,13.6,1.77,16.0,Stainless,0
231.1,25.32,8.92,7.27,0.656,13.7,0.31,3.0,Carbon,1
191.3,25.65,7.57,5.32,0.648,9.2,0.23,3.0,Stainless,0
149.3,22.05,4.61,4.32,0.715,15.0,0.44,6.0,Carbon,1
195.3,24.07,9.91,6.66,0.474,17.6,0.22,12.0,Stainless,0
172.5,22.09,4.46,4.69,0.854,18.4,0.74,5.0,Carbon,0
234.3,26.04,10.5,7.53,0.581,13.6,1.28,3.0,Aluminum,0
210.5,25.8,8.72,5.23,0.623,16.4,0.04,3.0,Aluminum,0
209.2,25.38,10.2,7.36,0.521,20.6,0.97,8.0,Carbon,0
192.0,23.52,3.94,5.87,1.145,22.9,0.41,10.0,Carbon,0
194.3,23.27,6.19,6.24,0.731,18.2,0.15,10.0,Carbon,0
223.7,23.44,12.05,5.72,0.435,17.1,0.65,3.0,Aluminum,1
234.1,24.62,11.37,6.55,0.507,17.7,2.77,6.0,Carbon,1
117.3,22.67,5.92,4.09,0.449,11.0,0.16,16.0,Carbon,0
163.4,23.87,12.18,4.73,0.32,18.9,0.83,5.0,Stainless,1
173.6,24.55,7.32,5.97,0.582,14.7,1.14,5.0,Stainless,0
200.5,23.16,7.88,6.45,0.589,14.5,0.47,12.0,Carbon,0
90.0,20.91,6.61,2.84,0.285,13.6,0.09,3.0,Carbon,0
194.9,23.56,13.51,5.28,0.34,13.4,0.91,8.0,Stainless,1
219.1,23.37,12.88,7.08,0.398,14.5,0.62,6.0,Carbon,0
192.6,23.01,9.79,5.15,0.453,15.4,0.79,8.0,Aluminum,0
176.6,23.23,3.0,5.49,1.367,21.4,0.66,12.0,Stainless,0
157.0,21.56,7.38,3.95,0.459,15.2,0.68,10.0,Carbon,0
252.5,26.0,10.31,7.76,0.637,21.3,0.55,6.0,Stainless,1
188.5,25.16,10.35,6.64,0.458,13.9,0.22,12.0,Stainless,0
168.7,23.16,10.74,5.0,0.364,15.8,1.16,8.0,Carbon,0
126.4,21.1,3.0,3.2,0.889,11.7,0.69,5.0,Stainless,1
171.9,22.04,7.19,6.25,0.527,20.1,0.33,5.0,Aluminum,0
201.7,23.23,7.93,5.73,0.591,14.9,0.61,8.0,Carbon,0
191.2,23.09,9.7,5.11,0.455,19.2,1.0,12.0,Carbon,0
157.3,21.92,3.78,5.1,0.913,16.6,1.02,10.0,Aluminum,0
204.9,22.09,10.24,4.94,0.442,17.3,0.27,8.0,Carbon,1
179.6,23.77,8.26,4.54,0.517,14.5,0.86,3.0,Carbon,0
177.6,23.24,6.58,5.2,0.628,13.9,0.25,12.0,Carbon,0
185.2,23.5,11.67,5.33,0.373,17.5,0.6,16.0,Carbon,1
243.2,26.24,11.99,7.8,0.532,18.5,0.3,5.0,Aluminum,1
170.3,23.15,8.41,4.89,0.469,16.4,0.22,8.0,Stainless,1
225.1,26.1,8.83,6.16,0.665,16.1,0.61,8.0,Carbon,0
189.3,19.62,7.4,5.2,0.502,16.1,0.2,10.0,Carbon,1
188.3,22.61,4.64,6.09,0.918,16.1,0.53,5.0,Stainless,0
183.4,25.49,6.33,5.64,0.738,13.8,0.31,10.0,Stainless,0
177.5,25.45,8.92,5.72,0.507,20.9,0.64,6.0,Aluminum,1
217.9,24.32,6.55,6.75,0.809,17.3,1.39,16.0,Carbon,1
165.3,20.37,9.11,5.19,0.37,22.6,0.67,5.0,Stainless,0
243.0,24.86,7.72,7.57,0.782,13.1,1.42,5.0,Carbon,0
175.2,22.45,6.38,6.52,0.616,15.0,1.65,10.0,Aluminum,1
205.8,22.16,10.25,6.41,0.445,20.4,0.48,8.0,Stainless,0
176.3,23.3,5.97,4.68,0.688,18.2,0.42,12.0,Carbon,0
194.9,25.22,7.37,5.75,0.666,18.6,0.29,8.0,Carbon,1
142.2,21.37,8.17,4.65,0.372,13.3,1.19,10.0,Carbon,0
201.5,24.33,6.87,6.63,0.714,17.3,0.27,3.0,Stainless,0
178.2,21.72,12.44,4.68,0.311,16.0,0.91,6.0,Carbon,1
130.0,20.49,5.9,3.59,0.451,19.4,0.24,16.0,Stainless,0
211.3,24.19,9.45,5.86,0.541,17.2,1.94,12.0,Carbon,0
227.0,23.81,4.35,5.94,1.243,15.0,1.15,10.0,Aluminum,0
221.5,23.54,8.44,5.9,0.618,9.6,0.83,3.0,Carbon,1
199.1,22.82,7.86,5.96,0.578,16.7,2.56,16.0,Aluminum,1
201.3,23.21,6.16,5.45,0.758,16.8,0.28,6.0,Carbon,0
233.7,25.1,8.84,7.66,0.663,17.1,0.17,10.0,Carbon,0
160.6,19.04,10.58,4.66,0.289,14.9,0.66,16.0,Aluminum,1
235.2,26.36,9.05,6.71,0.685,23.0,0.38,10.0,Stainless,0
201.5,24.48,10.49,6.46,0.47,18.6,0.24,5.0,Carbon,0
191.1,24.2,10.27,5.29,0.45,13.4,1.06,16.0,Carbon,0
176.9,23.55,6.76,5.26,0.617,15.5,0.47,6.0,Carbon,1
201.3,24.76,6.46,5.42,0.771,14.9,0.24,6.0,Aluminum,0
151.1,21.87,8.91,4.66,0.371,17.7,0.13,3.0,Stainless,0
148.6,23.12,7.59,4.12,0.453,17.9,1.03,6.0,Carbon,1
198.0,24.88,11.71,5.34,0.421,17.7,0.72,6.0,Carbon,0
198.1,23.03,6.51,5.21,0.701,18.1,2.66,12.0,Carbon,1
211.8,24.82,9.79,6.54,0.537,18.0,0.48,10.0,Carbon,0
141.8,22.58,8.64,4.84,0.371,15.6,0.14,5.0,Aluminum,0
190.6,21.22,10.49,5.65,0.385,10.0,1.03,10.0,Carbon,0
173.8,23.58,10.27,5.6,0.399,18.0,0.19,8.0,Carbon,0
197.1,23.74,11.7,5.03,0.4,21.0,0.06,16.0,Carbon,0
189.4,24.57,11.61,5.5,0.401,20.5,0.7,12.0,Carbon,0
148.8,21.74,10.36,4.12,0.312,15.8,0.07,6.0,Carbon,0
204.0,23.69,3.94,6.24,1.228,10.4,0.75,12.0,Stainless,0
201.6,23.55,7.96,6.0,0.597,17.1,0.73,6.0,Aluminum,0
193.5,23.96,6.47,6.08,0.717,12.6,0.49,5.0,Aluminum,0
165.9,23.32,6.21,3.99,0.623,8.7,1.58,16.0,Carbon,0
154.8,23.32,8.48,5.03,0.426,21.9,0.73,10.0,Carbon,0
185.0,22.48,6.61,5.07,0.629,22.8,0.86,5.0,Carbon,0
166.5,24.1,4.48,4.2,0.896,15.8,0.19,3.0,Carbon,0
206.9,24.95,7.13,6.93,0.724,18.4,0.86,3.0,Aluminum,0
181.2,23.8,10.27,4.23,0.42,17.0,1.52,12.0,Carbon,0
191.8,24.56,6.08,4.12,0.775,22.9,0.54,6.0,Carbon,1
191.6,22.81,6.83,5.24,0.64,18.5,0.34,12.0,Aluminum,0
231.0,23.52,5.85,6.59,0.928,20.1,1.3,10.0,Carbon,0
210.3,24.05,7.66,6.54,0.66,15.5,0.66,3.0,Aluminum,0
158.6,23.46,5.27,4.55,0.706,15.5,0.54,6.0,Stainless,0
197.1,26.53,3.0,5.41,1.743,13.3,0.64,6.0,Carbon,0
243.7,27.03,6.85,6.86,0.961,16.4,0.95,16.0,Carbon,1
225.3,24.33,7.43,6.84,0.737,12.2,0.13,5.0,Stainless,0
224.4,24.02,7.31,7.22,0.737,17.4,0.5,16.0,Carbon,0
156.8,21.38,8.9,4.48,0.376,17.2,0.85,16.0,Stainless,0
169.3,24.44,9.43,3.25,0.439,15.7,0.67,6.0,Carbon,0
215.2,24.83,9.05,6.52,0.591,6.7,0.4,5.0,Carbon,0
194.4,23.67,5.5,6.22,0.836,17.7,0.91,16.0,Stainless,0
210.4,25.31,10.79,5.1,0.493,16.1,0.37,5.0,Carbon,0
252.6,25.9,11.82,5.7,0.553,16.7,0.97,3.0,Carbon,0
232.7,28.38,12.49,6.9,0.529,19.2,0.25,10.0,Stainless,0
218.7,24.31,5.69,6.62,0.934,13.6,0.41,5.0,Carbon,0
154.6,21.85,7.46,4.63,0.453,16.5,0.2,10.0,Carbon,0
183.3,21.22,10.92,6.19,0.356,15.0,0.21,5.0,Stainless,1
241.7,26.61,10.04,6.97,0.64,18.0,0.19,3.0,Carbon,0
192.6,24.61,5.78,5.32,0.819,19.4,0.3,6.0,Stainless,1
215.8,24.42,7.72,5.96,0.683,23.9,0.81,12.0,Stainless,0
144.6,22.12,7.04,5.01,0.454,16.3,0.16,12.0,Carbon,0
127.6,19.86,9.27,3.19,0.273,17.5,1.21,3.0,Carbon,0
181.0,23.15,8.7,5.74,0.482,14.7,0.39,6.0,Stainless,0
157.4,25.05,11.88,4.83,0.332,14.2,0.29,3.0,Carbon,0
193.6,22.73,10.22,6.81,0.431,14.4,0.1,6.0,Carbon,0
152.9,22.89,12.96,4.84,0.27,17.6,0.42,6.0,Aluminum,0
191.8,24.5,7.02,5.12,0.67,13.7,0.83,12.0,Carbon,0
151.4,22.73,9.12,4.21,0.378,19.1,0.13,8.0,Aluminum,0
189.8,24.81,3.0,5.93,1.569,15.5,0.24,5.0,Stainless,0
205.7,24.18,9.35,5.86,0.532,19.1,1.65,12.0,Carbon,1
190.5,24.1,9.74,6.68,0.472,17.9,0.5,12.0,Carbon,0
147.0,23.56,6.61,4.61,0.524,18.5,0.54,10.0,Carbon,0
193.9,25.1,9.42,5.45,0.517,12.9,1.16,16.0,Carbon,1
171.0,23.48,8.21,5.65,0.489,12.7,1.02,6.0,Carbon,0
158.5,22.24,5.62,5.16,0.627,16.9,0.89,12.0,Aluminum,0
144.5,19.45,9.1,3.65,0.309,14.1,0.78,5.0,Carbon,1
151.6,22.23,8.47,3.77,0.398,19.4,0.45,3.0,Aluminum,0
232.9,24.76,9.17,6.3,0.629,17.1,0.71,8.0,Carbon,0
177.4,22.48,8.42,4.89,0.474,20.2,0.73,12.0,Carbon,1
149.9,22.72,8.73,4.81,0.39,21.5,1.85,8.0,Aluminum,0
184.9,21.88,4.73,5.09,0.855,17.1,0.17,6.0,Stainless,0
198.9,23.34,7.94,6.76,0.584,12.0,0.76,5.0,Carbon,0
215.3,23.11,8.83,6.23,0.563,17.4,0.96,12.0,Carbon,0
178.9,21.58,8.08,5.8,0.478,10.6,0.2,12.0,Stainless,1
192.2,22.52,8.62,6.48,0.502,16.4,0.3,6.0,Stainless,0
185.7,22.0,12.83,5.25,0.318,16.2,0.39,8.0,Carbon,0
